direction_id,pair,block_id,source,target,source_range,target_range,requirement_no,required_explanation,contrary_evidence,response_model
matthew_used_mark,Mark↔Matthew,18,Mark,Matthew,Mark 10:6–Mark 10:31,Matt 19:4–Matt 19:30,4,Before this block Matthew has an inserted/repositioned interval of 28 verses (Matt 18:10–Matt 19:3) compared with 8 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,18,Matthew,Mark,Matt 19:4–Matt 19:30,Mark 10:6–Mark 10:31,1,Span lengths are close (428 vs 486); neither direction is decided by block length alone.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,18,Matthew,Mark,Matt 19:4–Matt 19:30,Mark 10:6–Mark 10:31,2,"Within the span Mark lacks 1 relative Matthean verses, which requires omission or stronger compression.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,18,Matthew,Mark,Matt 19:4–Matt 19:30,Mark 10:6–Mark 10:31,3,The same contrast requires Matthew→Mark to replace βασιλεία τῶν οὐρανῶν with βασιλεία τοῦ θεοῦ.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,18,Matthew,Mark,Matt 19:4–Matt 19:30,Mark 10:6–Mark 10:31,4,Before this block Mark lacks a Matthean interval of 28 verses (Matt 18:10–Matt 19:3); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,19,Mark,Matthew,Mark 10:32–Mark 11:17,Matt 20:17–Matt 21:13,1,"Matthew span is shorter (534 vs 691); this requires abbreviation, omission, or simplification.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,19,Mark,Matthew,Mark 10:32–Mark 11:17,Matt 20:17–Matt 21:13,2,"Within the span Mark has more unmatched verses (10 vs Matthew 3), which requires Matthew to compress, omit, or redistribute more material.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,19,Mark,Matthew,Mark 10:32–Mark 11:17,Matt 20:17–Matt 21:13,3,Matthew has more explicit scriptural markers in-span (2 vs 1); Mark→Matthew implies scripturalization or explicit citation.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,19,Mark,Matthew,Mark 10:32–Mark 11:17,Matt 20:17–Matt 21:13,4,Before this block Matthew has an inserted/repositioned interval of 16 verses (Matt 20:1–Matt 20:16) compared with 0 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,19,Matthew,Mark,Matt 20:17–Matt 21:13,Mark 10:32–Mark 11:17,1,"Mark span is longer (691 vs 534); this requires expansion, vividization, or added detail.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,19,Matthew,Mark,Matt 20:17–Matt 21:13,Mark 10:32–Mark 11:17,2,"Within the span Mark preserves more unmatched material (10 vs 3), which fits Markan expansion, retention, or de-grouping.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,19,Matthew,Mark,Matt 20:17–Matt 21:13,Mark 10:32–Mark 11:17,3,Matthew→Mark would require de-scripturalization or removal of explicit citation markers (2→1).,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,19,Matthew,Mark,Matt 20:17–Matt 21:13,Mark 10:32–Mark 11:17,4,Before this block Mark lacks a Matthean interval of 16 verses (Matt 20:1–Matt 20:16); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,20,Mark,Matthew,Mark 11:21–Mark 12:10,Matt 21:20–Matt 21:42,1,"Matthew span is longer (453 tokens vs 370); this requires expansion, insertion, or fuller retelling.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,20,Mark,Matthew,Mark 11:21–Mark 12:10,Matt 21:20–Matt 21:42,2,"Within the span Matthew has more unmatched verses (6 vs Mark 5), which fits added material or redistribution into the Matthean span.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,20,Matthew,Mark,Matt 21:20–Matt 21:42,Mark 11:21–Mark 12:10,1,"Mark span is shorter (370 vs 453); this requires abbreviation, omission, or condensation.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,20,Matthew,Mark,Matt 21:20–Matt 21:42,Mark 11:21–Mark 12:10,2,"Within the span Mark lacks 1 relative Matthean verses, which requires omission or stronger compression.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,21,Mark,Matthew,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,1,"Matthew span is shorter (423 vs 493); this requires abbreviation, omission, or simplification.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,21,Mark,Matthew,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,2,"Within the span Matthew has more unmatched verses (11 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,21,Mark,Matthew,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,3,Mark has more scriptural markers in-span (1 vs 0); Mark→Matthew would require their reduction.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,21,Mark,Matthew,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,4,Before this block Matthew has an inserted/repositioned interval of 18 verses (Matt 21:43–Matt 22:14) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,21,Matthew,Mark,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,1,"Mark span is longer (493 vs 423); this requires expansion, vividization, or added detail.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,21,Matthew,Mark,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,2,"Within the span Mark lacks 6 relative Matthean verses, which requires omission or stronger compression.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,21,Matthew,Mark,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,3,Matthew→Mark would require added explicit citation markers (0→1).,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,21,Matthew,Mark,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,4,Before this block Mark lacks a Matthean interval of 18 verses (Matt 21:43–Matt 22:14); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,22,Mark,Matthew,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,1,Span lengths are close (539 vs 585); neither direction is decided by block length alone.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,22,Mark,Matthew,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,2,"Within the span Matthew has more unmatched verses (9 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,22,Mark,Matthew,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,3,Matthew has more tempo markers (1 vs 0); Mark→Matthew implies added pacing markers.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,22,Mark,Matthew,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,4,Before this block Matthew has an inserted/repositioned interval of 39 verses (Matt 22:46–Matt 23:39) compared with 7 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,22,Matthew,Mark,Matt 24:1–Matt 24:36,Mark 13:1–Mark 13:32,1,Span lengths are close (539 vs 585); neither direction is decided by block length alone.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,22,Matthew,Mark,Matt 24:1–Matt 24:36,Mark 13:1–Mark 13:32,2,"Within the span Mark lacks 4 relative Matthean verses, which requires omission or stronger compression.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,22,Matthew,Mark,Matt 24:1–Matt 24:36,Mark 13:1–Mark 13:32,3,Matthew has more tempo markers (1 vs 0); Matthew→Mark implies smoothing or removal of pacing markers.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,22,Matthew,Mark,Matt 24:1–Matt 24:36,Mark 13:1–Mark 13:32,4,Before this block Mark lacks a Matthean interval of 39 verses (Matt 22:46–Matt 23:39); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,23,Mark,Matthew,Mark 14:1–Mark 15:1,Matt 26:4–Matt 27:1,1,Span lengths are close (1223 vs 1211); neither direction is decided by block length alone.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,23,Mark,Matthew,Mark 14:1–Mark 15:1,Matt 26:4–Matt 27:1,2,Mark has more tempo markers εὐθύς/εὐθέως in this span (4 vs 2); Mark→Matthew implies tempo smoothing or de-intensification.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,23,Mark,Matthew,Mark 14:1–Mark 15:1,Matt 26:4–Matt 27:1,3,Matthew has more explicit scriptural markers in-span (4 vs 3); Mark→Matthew implies scripturalization or explicit citation.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,23,Mark,Matthew,Mark 14:1–Mark 15:1,Matt 26:4–Matt 27:1,4,Before this block Matthew has an inserted/repositioned interval of 64 verses (Matt 24:37–Matt 26:3) compared with 5 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,23,Matthew,Mark,Matt 26:4–Matt 27:1,Mark 14:1–Mark 15:1,1,Span lengths are close (1223 vs 1211); neither direction is decided by block length alone.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,23,Matthew,Mark,Matt 26:4–Matt 27:1,Mark 14:1–Mark 15:1,2,Mark has more tempo markers (4 vs 2); Matthew→Mark implies intensification or vividization.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,23,Matthew,Mark,Matt 26:4–Matt 27:1,Mark 14:1–Mark 15:1,3,Matthew→Mark would require de-scripturalization or removal of explicit citation markers (4→3).,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,23,Matthew,Mark,Matt 26:4–Matt 27:1,Mark 14:1–Mark 15:1,4,Before this block Mark lacks a Matthean interval of 64 verses (Matt 24:37–Matt 26:3); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,24,Mark,Matthew,Mark 15:2–Mark 15:47,Matt 27:11–Matt 27:61,1,"Matthew span is longer (776 tokens vs 646); this requires expansion, insertion, or fuller retelling.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,24,Mark,Matthew,Mark 15:2–Mark 15:47,Matt 27:11–Matt 27:61,2,"Within the span Matthew has more unmatched verses (14 vs Mark 8), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,24,Mark,Matthew,Mark 15:2–Mark 15:47,Matt 27:11–Matt 27:61,3,Matthew has more tempo markers (1 vs 0); Mark→Matthew implies added pacing markers.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,24,Mark,Matthew,Mark 15:2–Mark 15:47,Matt 27:11–Matt 27:61,4,Matthew has more explicit scriptural markers in-span (1 vs 0); Mark→Matthew implies scripturalization or explicit citation.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,24,Mark,Matthew,Mark 15:2–Mark 15:47,Matt 27:11–Matt 27:61,5,Before this block Matthew has an inserted/repositioned interval of 9 verses (Matt 27:2–Matt 27:10) compared with 0 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,24,Matthew,Mark,Matt 27:11–Matt 27:61,Mark 15:2–Mark 15:47,1,"Mark span is shorter (646 vs 776); this requires abbreviation, omission, or condensation.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,24,Matthew,Mark,Matt 27:11–Matt 27:61,Mark 15:2–Mark 15:47,2,"Within the span Mark lacks 6 relative Matthean verses, which requires omission or stronger compression.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,24,Matthew,Mark,Matt 27:11–Matt 27:61,Mark 15:2–Mark 15:47,3,Matthew has more tempo markers (1 vs 0); Matthew→Mark implies smoothing or removal of pacing markers.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,24,Matthew,Mark,Matt 27:11–Matt 27:61,Mark 15:2–Mark 15:47,4,Matthew→Mark would require de-scripturalization or removal of explicit citation markers (1→0).,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,24,Matthew,Mark,Matt 27:11–Matt 27:61,Mark 15:2–Mark 15:47,5,Before this block Mark lacks a Matthean interval of 9 verses (Matt 27:2–Matt 27:10); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,25,Mark,Matthew,Mark 16:6–Mark 16:7,Matt 28:6–Matt 28:7,1,Span lengths are close (43 vs 38); neither direction is decided by block length alone.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,25,Mark,Matthew,Mark 16:6–Mark 16:7,Matt 28:6–Matt 28:7,2,Mark has a higher present-indicative ratio in the span (0.5 vs 0.25); Mark→Matthew fits verbal smoothing away from present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,25,Matthew,Mark,Matt 28:6–Matt 28:7,Mark 16:6–Mark 16:7,1,Span lengths are close (43 vs 38); neither direction is decided by block length alone.,Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,25,Matthew,Mark,Matt 28:6–Matt 28:7,Mark 16:6–Mark 16:7,2,Matthew→Mark would require present-tense vividization (0.25→0.5).,Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
luke_used_mark,Mark↔Luke,loose_001,Mark,Luke,Mark 1:3–Mark 1:3,Luke 3:4–Luke 3:4,1,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
luke_used_mark,Mark↔Luke,loose_001,Mark,Luke,Mark 1:3–Mark 1:3,Luke 3:4–Luke 3:4,2,0 Mark gap verse(s) as omission/compression by Luke.,Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
mark_used_luke,Mark↔Luke,loose_001,Luke,Mark,Luke 3:4–Luke 3:4,Mark 1:3–Mark 1:3,1,0 Mark gap verse(s) as Markan addition.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
mark_used_luke,Mark↔Luke,loose_001,Luke,Mark,Luke 3:4–Luke 3:4,Mark 1:3–Mark 1:3,2,0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
luke_used_mark,Mark↔Luke,loose_002,Mark,Luke,Mark 1:7–Mark 1:11,Luke 3:16–Luke 3:22,1,"5 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
luke_used_mark,Mark↔Luke,loose_002,Mark,Luke,Mark 1:7–Mark 1:11,Luke 3:16–Luke 3:22,2,3 Mark gap verse(s) as omission/compression by Luke.,Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
mark_used_luke,Mark↔Luke,loose_002,Luke,Mark,Luke 3:16–Luke 3:22,Mark 1:7–Mark 1:11,1,3 Mark gap verse(s) as Markan addition.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
mark_used_luke,Mark↔Luke,loose_002,Luke,Mark,Luke 3:16–Luke 3:22,Mark 1:7–Mark 1:11,2,5 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
luke_used_mark,Mark↔Luke,loose_003,Mark,Luke,Mark 1:21–Mark 1:31,Luke 4:31–Luke 4:39,1,"2 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
luke_used_mark,Mark↔Luke,loose_003,Mark,Luke,Mark 1:21–Mark 1:31,Luke 4:31–Luke 4:39,2,4 Mark gap verse(s) as omission/compression by Luke.,Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
mark_used_luke,Mark↔Luke,loose_003,Luke,Mark,Luke 4:31–Luke 4:39,Mark 1:21–Mark 1:31,1,4 Mark gap verse(s) as Markan addition.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
mark_used_luke,Mark↔Luke,loose_003,Luke,Mark,Luke 4:31–Luke 4:39,Mark 1:21–Mark 1:31,2,2 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
luke_used_mark,Mark↔Luke,loose_004,Mark,Luke,Mark 1:39–Mark 1:39,Luke 4:44–Luke 4:44,1,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
luke_used_mark,Mark↔Luke,loose_004,Mark,Luke,Mark 1:39–Mark 1:39,Luke 4:44–Luke 4:44,2,0 Mark gap verse(s) as omission/compression by Luke.,Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
mark_used_luke,Mark↔Luke,loose_004,Luke,Mark,Luke 4:44–Luke 4:44,Mark 1:39–Mark 1:39,1,0 Mark gap verse(s) as Markan addition.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
mark_used_luke,Mark↔Luke,loose_004,Luke,Mark,Luke 4:44–Luke 4:44,Mark 1:39–Mark 1:39,2,0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
luke_used_mark,Mark↔Luke,loose_005,Mark,Luke,Mark 1:40–Mark 1:44,Luke 5:12–Luke 5:14,1,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
luke_used_mark,Mark↔Luke,loose_005,Mark,Luke,Mark 1:40–Mark 1:44,Luke 5:12–Luke 5:14,2,2 Mark gap verse(s) as omission/compression by Luke.,Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
mark_used_luke,Mark↔Luke,loose_005,Luke,Mark,Luke 5:12–Luke 5:14,Mark 1:40–Mark 1:44,1,2 Mark gap verse(s) as Markan addition.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
mark_used_luke,Mark↔Luke,loose_005,Luke,Mark,Luke 5:12–Luke 5:14,Mark 1:40–Mark 1:44,2,0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
luke_used_mark,Mark↔Luke,loose_006,Mark,Luke,Mark 2:5–Mark 3:5,Luke 5:20–Luke 6:10,1,"10 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
luke_used_mark,Mark↔Luke,loose_006,Mark,Luke,Mark 2:5–Mark 3:5,Luke 5:20–Luke 6:10,2,9 Mark gap verse(s) as omission/compression by Luke.,Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
