pair,interval_id,direction_id,source,target,source_gap_range,target_gap_range,source_gap_count,target_gap_count,dominant_material_issue,directional_implication,plausible_response,contrary_evidence_value,interpretation
Mark↔Luke,gap_036,mark_used_luke,Luke,Mark,Luke 6:17; Luke 6:18; Luke 6:19; Luke 6:20; ...+37 more,Mark 3:20; Mark 3:21; Mark 3:22; Mark 3:23; ...+15 more,87,19,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,68,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_037,luke_used_mark,Mark,Luke,Mark 4:5; Mark 4:6; Mark 4:7; Mark 4:8,Luke 8:6; Luke 8:7,4,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_037,mark_used_luke,Luke,Mark,Luke 8:6; Luke 8:7,Mark 4:5; Mark 4:6; Mark 4:7; Mark 4:8,2,4,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_038,luke_used_mark,Mark,Luke,Mark 4:10,Luke 8:9,1,1,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_038,mark_used_luke,Luke,Mark,Luke 8:9,Mark 4:10,1,1,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_039,luke_used_mark,Mark,Luke,Mark 4:12; Mark 4:13; Mark 4:14,Luke 8:11,3,1,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_039,mark_used_luke,Luke,Mark,Luke 8:11,Mark 4:12; Mark 4:13; Mark 4:14,1,3,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_040,luke_used_mark,Mark,Luke,Mark 4:16; Mark 4:17,Luke 8:13,2,1,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_040,mark_used_luke,Luke,Mark,Luke 8:13,Mark 4:16; Mark 4:17,1,2,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_041,luke_used_mark,Mark,Luke,Mark 4:19; Mark 4:20; Mark 4:21,Luke 8:15; Luke 8:16,3,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_041,mark_used_luke,Luke,Mark,Luke 8:15; Luke 8:16,Mark 4:19; Mark 4:20; Mark 4:21,2,3,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_042,luke_used_mark,Mark,Luke,Mark 4:23; Mark 4:24,,2,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_042,mark_used_luke,Luke,Mark,,Mark 4:23; Mark 4:24,0,2,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_043,luke_used_mark,Mark,Luke,Mark 4:26; Mark 4:27; Mark 4:28; Mark 4:29; ...+5 more,Luke 8:19; Luke 8:20; Luke 8:21,9,3,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,6,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_043,mark_used_luke,Luke,Mark,Luke 8:19; Luke 8:20; Luke 8:21,Mark 4:26; Mark 4:27; Mark 4:28; Mark 4:29; ...+5 more,3,9,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,6,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_044,luke_used_mark,Mark,Luke,Mark 4:36; Mark 4:37; Mark 4:38,Luke 8:23,3,1,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_044,mark_used_luke,Luke,Mark,Luke 8:23,Mark 4:36; Mark 4:37; Mark 4:38,1,3,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_045,luke_used_mark,Mark,Luke,Mark 4:40,,1,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_045,mark_used_luke,Luke,Mark,,Mark 4:40,0,1,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_047,luke_used_mark,Mark,Luke,Mark 5:2; Mark 5:3; Mark 5:4; Mark 5:5; ...+1 more,Luke 8:27,5,1,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,4,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_047,mark_used_luke,Luke,Mark,Luke 8:27,Mark 5:2; Mark 5:3; Mark 5:4; Mark 5:5; ...+1 more,1,5,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,4,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_048,luke_used_mark,Mark,Luke,Mark 5:8; Mark 5:9; Mark 5:10,Luke 8:29; Luke 8:30; Luke 8:31,3,3,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_048,mark_used_luke,Luke,Mark,Luke 8:29; Luke 8:30; Luke 8:31,Mark 5:8; Mark 5:9; Mark 5:10,3,3,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_049,luke_used_mark,Mark,Luke,Mark 5:12,,1,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_049,mark_used_luke,Luke,Mark,,Mark 5:12,0,1,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_053,luke_used_mark,Mark,Luke,Mark 5:17; Mark 5:18; Mark 5:19,Luke 8:37; Luke 8:38,3,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_053,mark_used_luke,Luke,Mark,Luke 8:37; Luke 8:38,Mark 5:17; Mark 5:18; Mark 5:19,2,3,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_054,luke_used_mark,Mark,Luke,Mark 5:21; Mark 5:22; Mark 5:23; Mark 5:24,Luke 8:40; Luke 8:41; Luke 8:42,4,3,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_054,mark_used_luke,Luke,Mark,Luke 8:40; Luke 8:41; Luke 8:42,Mark 5:21; Mark 5:22; Mark 5:23; Mark 5:24,3,4,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_055,luke_used_mark,Mark,Luke,Mark 5:26,,1,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_055,mark_used_luke,Luke,Mark,,Mark 5:26,0,1,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_056,luke_used_mark,Mark,Luke,Mark 5:28; Mark 5:29; Mark 5:30; Mark 5:31; ...+2 more,Luke 8:45; Luke 8:46; Luke 8:47,6,3,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,3,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_056,mark_used_luke,Luke,Mark,Luke 8:45; Luke 8:46; Luke 8:47,Mark 5:28; Mark 5:29; Mark 5:30; Mark 5:31; ...+2 more,3,6,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,3,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_059,luke_used_mark,Mark,Luke,Mark 5:37; Mark 5:38,Luke 8:51,2,1,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_059,mark_used_luke,Luke,Mark,Luke 8:51,Mark 5:37; Mark 5:38,1,2,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_060,luke_used_mark,Mark,Luke,Mark 5:40,Luke 8:53,1,1,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_060,mark_used_luke,Luke,Mark,Luke 8:53,Mark 5:40,1,1,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_061,luke_used_mark,Mark,Luke,Mark 5:42; Mark 5:43; Mark 6:1; Mark 6:2; ...+4 more,Luke 8:55; Luke 8:56,8,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,6,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_061,mark_used_luke,Luke,Mark,Luke 8:55; Luke 8:56,Mark 5:42; Mark 5:43; Mark 6:1; Mark 6:2; ...+4 more,2,8,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,6,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_062,luke_used_mark,Mark,Luke,,Luke 9:2,0,1,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_062,mark_used_luke,Luke,Mark,Luke 9:2,,1,0,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_063,luke_used_mark,Mark,Luke,Mark 6:9,,1,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_063,mark_used_luke,Luke,Mark,,Mark 6:9,0,1,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_064,luke_used_mark,Mark,Luke,Mark 6:11; Mark 6:12; Mark 6:13; Mark 6:14; ...+1 more,Luke 9:5; Luke 9:6; Luke 9:7; Luke 9:8,5,4,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_064,mark_used_luke,Luke,Mark,Luke 9:5; Luke 9:6; Luke 9:7; Luke 9:8,Mark 6:11; Mark 6:12; Mark 6:13; Mark 6:14; ...+1 more,4,5,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_065,luke_used_mark,Mark,Luke,Mark 6:17; Mark 6:18; Mark 6:19; Mark 6:20; ...+9 more,,13,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,13,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_065,mark_used_luke,Luke,Mark,,Mark 6:17; Mark 6:18; Mark 6:19; Mark 6:20; ...+9 more,0,13,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,13,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_066,luke_used_mark,Mark,Luke,Mark 6:31; Mark 6:32; Mark 6:33; Mark 6:34; ...+2 more,Luke 9:11; Luke 9:12,6,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,4,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_066,mark_used_luke,Luke,Mark,Luke 9:11; Luke 9:12,Mark 6:31; Mark 6:32; Mark 6:33; Mark 6:34; ...+2 more,2,6,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,4,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_067,luke_used_mark,Mark,Luke,Mark 6:38; Mark 6:39; Mark 6:40,Luke 9:14; Luke 9:15,3,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_067,mark_used_luke,Luke,Mark,Luke 9:14; Luke 9:15,Mark 6:38; Mark 6:39; Mark 6:40,2,3,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_069,luke_used_mark,Mark,Luke,Mark 6:43; Mark 6:44; Mark 6:45; Mark 6:46; ...+37 more,Luke 9:18,77,1,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,76,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_069,mark_used_luke,Luke,Mark,Luke 9:18,Mark 6:43; Mark 6:44; Mark 6:45; Mark 6:46; ...+37 more,1,77,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,76,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_073,luke_used_mark,Mark,Luke,Mark 8:32; Mark 8:33,,2,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_073,mark_used_luke,Luke,Mark,,Mark 8:32; Mark 8:33,0,2,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_076,luke_used_mark,Mark,Luke,Mark 8:37,,1,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_076,mark_used_luke,Luke,Mark,,Mark 8:37,0,1,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_078,luke_used_mark,Mark,Luke,Mark 9:2; Mark 9:3; Mark 9:4,Luke 9:28; Luke 9:29; Luke 9:30; Luke 9:31; ...+1 more,3,5,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_078,mark_used_luke,Luke,Mark,Luke 9:28; Luke 9:29; Luke 9:30; Luke 9:31; ...+1 more,Mark 9:2; Mark 9:3; Mark 9:4,5,3,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_079,luke_used_mark,Mark,Luke,Mark 9:6,Luke 9:34,1,1,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_079,mark_used_luke,Luke,Mark,Luke 9:34,Mark 9:6,1,1,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_080,luke_used_mark,Mark,Luke,Mark 9:8; Mark 9:9; Mark 9:10; Mark 9:11; ...+7 more,Luke 9:36; Luke 9:37; Luke 9:38; Luke 9:39; ...+1 more,11,5,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,6,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_080,mark_used_luke,Luke,Mark,Luke 9:36; Luke 9:37; Luke 9:38; Luke 9:39; ...+1 more,Mark 9:8; Mark 9:9; Mark 9:10; Mark 9:11; ...+7 more,5,11,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,6,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_081,luke_used_mark,Mark,Luke,Mark 9:20; Mark 9:21; Mark 9:22; Mark 9:23; ...+7 more,Luke 9:42; Luke 9:43,11,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,9,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_081,mark_used_luke,Luke,Mark,Luke 9:42; Luke 9:43,Mark 9:20; Mark 9:21; Mark 9:22; Mark 9:23; ...+7 more,2,11,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,9,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_083,luke_used_mark,Mark,Luke,Mark 9:33; Mark 9:34; Mark 9:35; Mark 9:36,Luke 9:46; Luke 9:47,4,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_083,mark_used_luke,Luke,Mark,Luke 9:46; Luke 9:47,Mark 9:33; Mark 9:34; Mark 9:35; Mark 9:36,2,4,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_085,luke_used_mark,Mark,Luke,Mark 9:39,,1,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_085,mark_used_luke,Luke,Mark,,Mark 9:39,0,1,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_086,luke_used_mark,Mark,Luke,Mark 9:41; Mark 9:42; Mark 9:43; Mark 9:45; ...+3 more,Luke 9:51; Luke 9:52; Luke 9:53; Luke 9:54; ...+37 more,7,235,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,228,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_086,mark_used_luke,Luke,Mark,Luke 9:51; Luke 9:52; Luke 9:53; Luke 9:54; ...+37 more,Mark 9:41; Mark 9:42; Mark 9:43; Mark 9:45; ...+3 more,235,7,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,228,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_087,luke_used_mark,Mark,Luke,Mark 10:1; Mark 10:2; Mark 10:3; Mark 10:4,Luke 14:35; Luke 15:1; Luke 15:2,4,3,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_087,mark_used_luke,Luke,Mark,Luke 14:35; Luke 15:1; Luke 15:2,Mark 10:1; Mark 10:2; Mark 10:3; Mark 10:4,3,4,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_088,luke_used_mark,Mark,Luke,Mark 10:6; Mark 10:7,Luke 15:4; Luke 15:5; Luke 15:6; Luke 15:7; ...+37 more,2,94,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,92,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_088,mark_used_luke,Luke,Mark,Luke 15:4; Luke 15:5; Luke 15:6; Luke 15:7; ...+37 more,Mark 10:6; Mark 10:7,94,2,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,92,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_089,luke_used_mark,Mark,Luke,Mark 10:9; Mark 10:10; Mark 10:11; Mark 10:12,Luke 17:37; Luke 18:1; Luke 18:2; Luke 18:3; ...+11 more,4,15,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,11,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_089,mark_used_luke,Luke,Mark,Luke 17:37; Luke 18:1; Luke 18:2; Luke 18:3; ...+11 more,Mark 10:9; Mark 10:10; Mark 10:11; Mark 10:12,15,4,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,11,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_092,luke_used_mark,Mark,Luke,Mark 10:16,,1,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_092,mark_used_luke,Luke,Mark,,Mark 10:16,0,1,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_097,luke_used_mark,Mark,Luke,Mark 10:22,Luke 18:23,1,1,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_097,mark_used_luke,Luke,Mark,Luke 18:23,Mark 10:22,1,1,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_098,luke_used_mark,Mark,Luke,Mark 10:24,,1,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
