book,ref,original_idx,masked_as_markan,mask_rule,best_mark_ref,best_mark_original_idx,best_mark_score,best_mark_base_score,best_mark_lcs,best_mark_shared_content_lemmas,best_mark_rare_shared_lemmas,best_window_mark_ref,best_window_score,in_markan_chain,chain_mark_ref,chain_score,local_cluster,token_count,content_token_count,text
Matt,Matt 15:2,491,True,chain_context,Mark 7:3,251,0.4164,0.422735,0.333333,6,2,,0.0,True,Mark 7:3,0.422735,True,19,9,Διὰ τί οἱ μαθηταί σου παραβαίνουσιν τὴν παράδοσιν τῶν πρεσβυτέρων; οὐ γὰρ νίπτονται τὰς χεῖρας ⸀αὐτῶν ὅταν ἄρτον ἐσθίωσιν.
Matt,Matt 15:3,492,True,chain_context,Mark 7:9,257,0.443465,0.402488,0.571429,4,2,,0.0,True,Mark 7:8,0.404728,True,18,7,ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς· Διὰ τί καὶ ὑμεῖς παραβαίνετε τὴν ἐντολὴν τοῦ θεοῦ διὰ τὴν παράδοσιν ὑμῶν;
Matt,Matt 15:4,493,True,strict_verse,Mark 7:10,258,0.922387,0.923574,0.9,7,4,,0.0,True,Mark 7:10,0.923574,True,18,10,"ὁ γὰρ θεὸς ⸀εἶπεν· Τίμα τὸν πατέρα καὶ τὴν μητέρα, καί· Ὁ κακολογῶν πατέρα ἢ μητέρα θανάτῳ τελευτάτω·"
Matt,Matt 15:5,494,True,strict_verse,Mark 7:11,259,0.687974,0.617061,1.0,5,2,,0.0,True,Mark 7:11,0.617061,True,17,6,"ὑμεῖς δὲ λέγετε· Ὃς ἂν εἴπῃ τῷ πατρὶ ἢ τῇ μητρί· Δῶρον ὃ ἐὰν ἐξ ἐμοῦ ὠφεληθῇς,"
Matt,Matt 15:6,495,True,strict_verse,Mark 7:13,261,0.517369,0.513721,0.5,4,2,,0.0,True,Mark 7:13,0.513721,True,16,8,⸀οὐ μὴ ⸀τιμήσει τὸν πατέρα ⸀αὐτοῦ· καὶ ἠκυρώσατε ⸂τὸν λόγον⸃ τοῦ θεοῦ διὰ τὴν παράδοσιν ὑμῶν.
Matt,Matt 15:7,496,True,strict_verse,Mark 7:6,254,0.52934,0.488898,0.6,5,4,,0.0,False,,0.0,True,7,5,"ὑποκριταί, καλῶς ἐπροφήτευσεν περὶ ὑμῶν Ἠσαΐας λέγων·"
Matt,Matt 15:8,497,True,strict_verse,Mark 7:6,254,0.77893,0.716577,1.0,6,4,,0.0,False,,0.0,True,15,6,"⸂Ὁ λαὸς οὗτος⸃ τοῖς χείλεσίν με τιμᾷ, ἡ δὲ καρδία αὐτῶν πόρρω ἀπέχει ἀπ’ ἐμοῦ·"
Matt,Matt 15:9,498,True,strict_verse,Mark 7:7,255,1.0,1.0,1.0,6,4,,0.0,False,,0.0,True,8,6,"μάτην δὲ σέβονταί με, διδάσκοντες διδασκαλίας ἐντάλματα ἀνθρώπων."
Matt,Matt 15:10,499,True,strict_verse,Mark 7:14,262,0.728683,0.669252,1.0,5,2,,0.0,True,Mark 7:14,0.669252,True,9,5,Καὶ προσκαλεσάμενος τὸν ὄχλον εἶπεν αὐτοῖς· Ἀκούετε καὶ συνίετε·
Matt,Matt 15:11,500,True,strict_verse,Mark 7:20,267,0.621452,0.57793,0.8,3,2,,0.0,True,Mark 7:15,0.542539,True,19,9,"οὐ τὸ εἰσερχόμενον εἰς τὸ στόμα κοινοῖ τὸν ἄνθρωπον, ἀλλὰ τὸ ἐκπορευόμενον ἐκ τοῦ στόματος τοῦτο κοινοῖ τὸν ἄνθρωπον."
Matt,Matt 15:12,501,False,unmasked_non_markan,Mark 2:18,63,0.147003,0.188465,0.0,3,0,,0.0,False,,0.0,False,14,9,Τότε προσελθόντες οἱ ⸀μαθηταὶ ⸀λέγουσιν αὐτῷ· Οἶδας ὅτι οἱ Φαρισαῖοι ἀκούσαντες τὸν λόγον ἐσκανδαλίσθησαν;
Matt,Matt 15:13,502,False,unmasked_non_markan,Mark 3:33,106,0.091731,0.117604,0.0,2,0,,0.0,False,,0.0,False,15,9,ὁ δὲ ἀποκριθεὶς εἶπεν· Πᾶσα φυτεία ἣν οὐκ ἐφύτευσεν ὁ πατήρ μου ὁ οὐράνιος ἐκριζωθήσεται.
Matt,Matt 15:14,503,False,unmasked_non_markan,Mark 8:22,306,0.163479,0.209589,0.0,1,0,,0.0,False,,0.0,False,15,11,"ἄφετε αὐτούς· ⸂τυφλοί εἰσιν ὁδηγοὶ τυφλῶν⸃· τυφλὸς δὲ τυφλὸν ἐὰν ὁδηγῇ, ἀμφότεροι εἰς βόθυνον πεσοῦνται."
Matt,Matt 15:15,504,False,unmasked_non_markan,Mark 8:29,313,0.36348,0.327539,0.6,3,0,,0.0,False,,0.0,False,11,5,Ἀποκριθεὶς δὲ ὁ Πέτρος εἶπεν αὐτῷ· Φράσον ἡμῖν τὴν παραβολὴν ⸀ταύτην.
Matt,Matt 15:16,505,True,chain_context,Mark 7:18,265,0.406501,0.319446,0.8,4,1,,0.0,True,Mark 7:18,0.319446,True,8,5,ὁ ⸀δὲ εἶπεν· Ἀκμὴν καὶ ὑμεῖς ἀσύνετοί ἐστε;
Matt,Matt 15:17,506,True,chain_context,Mark 7:19,266,0.353707,0.315649,0.375,4,3,,0.0,True,Mark 7:19,0.315649,True,17,8,⸀οὐ νοεῖτε ὅτι πᾶν τὸ εἰσπορευόμενον εἰς τὸ στόμα εἰς τὴν κοιλίαν χωρεῖ καὶ εἰς ἀφεδρῶνα ἐκβάλλεται;
Matt,Matt 15:18,507,True,strict_verse,Mark 7:20,267,0.528041,0.504326,0.6,3,2,,0.0,True,Mark 7:20,0.504326,True,14,6,"τὰ δὲ ἐκπορευόμενα ἐκ τοῦ στόματος ἐκ τῆς καρδίας ἐξέρχεται, κἀκεῖνα κοινοῖ τὸν ἄνθρωπον."
Matt,Matt 15:19,508,True,chain_context,Mark 7:21,268,0.432974,0.401249,0.444444,5,4,,0.0,True,Mark 7:21,0.401249,True,13,10,"ἐκ γὰρ τῆς καρδίας ἐξέρχονται διαλογισμοὶ πονηροί, φόνοι, μοιχεῖαι, πορνεῖαι, κλοπαί, ψευδομαρτυρίαι, βλασφημίαι."
Matt,Matt 15:20,509,True,strict_verse,Mark 7:15,263,0.553607,0.564453,0.555556,3,1,,0.0,True,Mark 7:23,0.364485,True,15,9,"ταῦτά ἐστιν τὰ κοινοῦντα τὸν ἄνθρωπον, τὸ δὲ ἀνίπτοις χερσὶν φαγεῖν οὐ κοινοῖ τὸν ἄνθρωπον."
Matt,Matt 15:21,510,False,unmasked_non_markan,Mark 3:8,81,0.210135,0.235216,0.0,2,2,,0.0,False,,0.0,False,12,7,Καὶ ἐξελθὼν ἐκεῖθεν ὁ Ἰησοῦς ἀνεχώρησεν εἰς τὰ μέρη Τύρου καὶ Σιδῶνος.
Matt,Matt 15:22,511,False,unmasked_non_markan,Mark 10:47,417,0.293633,0.275442,0.363636,5,1,,0.0,False,,0.0,False,21,13,"καὶ ἰδοὺ γυνὴ Χαναναία ἀπὸ τῶν ὁρίων ἐκείνων ἐξελθοῦσα ⸀ἔκραζεν λέγουσα· Ἐλέησόν με, κύριε ⸀υἱὸς Δαυίδ· ἡ θυγάτηρ μου κακῶς δαιμονίζεται."
Matt,Matt 15:23,512,False,unmasked_non_markan,Mark 15:9,616,0.140457,0.180073,0.0,3,0,,0.0,False,,0.0,False,20,9,"ὁ δὲ οὐκ ἀπεκρίθη αὐτῇ λόγον. καὶ προσελθόντες οἱ μαθηταὶ αὐτοῦ ⸀ἠρώτουν αὐτὸν λέγοντες· Ἀπόλυσον αὐτήν, ὅτι κράζει ὄπισθεν ἡμῶν."
Matt,Matt 15:24,513,False,unmasked_non_markan,Mark 8:26,310,0.151914,0.194761,0.0,3,0,,0.0,False,,0.0,False,15,9,ὁ δὲ ἀποκριθεὶς εἶπεν· Οὐκ ἀπεστάλην εἰ μὴ εἰς τὰ πρόβατα τὰ ἀπολωλότα οἴκου Ἰσραήλ.
Matt,Matt 15:25,514,False,unmasked_non_markan,Mark 9:24,346,0.191481,0.228394,0.0,2,1,,0.0,False,,0.0,False,9,5,"ἡ δὲ ἐλθοῦσα ⸀προσεκύνει αὐτῷ λέγουσα· Κύριε, βοήθει μοι."
Matt,Matt 15:26,515,True,strict_verse,Mark 7:27,274,0.593234,0.581924,0.7,9,1,,0.0,True,Mark 7:27,0.581924,True,16,10,ὁ δὲ ἀποκριθεὶς εἶπεν· Οὐκ ἔστιν καλὸν λαβεῖν τὸν ἄρτον τῶν τέκνων καὶ βαλεῖν τοῖς κυναρίοις.
Matt,Matt 15:27,516,True,strict_verse,Mark 7:28,275,0.696449,0.687755,0.666667,7,3,,0.0,True,Mark 7:28,0.687755,True,21,9,"ἡ δὲ εἶπεν· Ναί, κύριε, καὶ γὰρ τὰ κυνάρια ἐσθίει ἀπὸ τῶν ψιχίων τῶν πιπτόντων ἀπὸ τῆς τραπέζης τῶν κυρίων αὐτῶν."
Matt,Matt 15:28,517,False,unmasked_non_markan,Mark 11:22,444,0.366945,0.316596,0.666667,4,0,,0.0,False,,0.0,False,25,12,"τότε ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτῇ· Ὦ γύναι, μεγάλη σου ἡ πίστις· γενηθήτω σοι ὡς θέλεις. καὶ ἰάθη ἡ θυγάτηρ αὐτῆς ἀπὸ τῆς ὥρας ἐκείνης."
Matt,Matt 15:29,518,False,unmasked_non_markan,Mark 3:13,86,0.183992,0.235887,0.0,2,0,,0.0,False,,0.0,False,18,10,"Καὶ μεταβὰς ἐκεῖθεν ὁ Ἰησοῦς ἦλθεν παρὰ τὴν θάλασσαν τῆς Γαλιλαίας, καὶ ἀναβὰς εἰς τὸ ὄρος ἐκάθητο ἐκεῖ."
Matt,Matt 15:30,519,False,unmasked_non_markan,Mark 9:45,366,0.151409,0.177021,0.0,3,1,,0.0,False,,0.0,False,25,13,"καὶ προσῆλθον αὐτῷ ὄχλοι πολλοὶ ἔχοντες μεθ’ ἑαυτῶν ⸂κωφούς, τυφλούς, χωλούς, κυλλούς⸃, καὶ ἑτέρους πολλούς, καὶ ἔρριψαν αὐτοὺς παρὰ τοὺς πόδας ⸀αὐτοῦ, καὶ ἐθεράπευσεν αὐτούς·"
Matt,Matt 15:31,520,False,unmasked_non_markan,Mark 8:24,308,0.148904,0.190903,0.0,2,0,,0.0,False,,0.0,False,20,14,ὥστε ⸂τὸν ὄχλον⸃ θαυμάσαι βλέποντας κωφοὺς λαλοῦντας ⸂κυλλοὺς ὑγιεῖς⸃ ⸀καὶ χωλοὺς περιπατοῦντας καὶ τυφλοὺς βλέποντας· καὶ ἐδόξασαν τὸν θεὸν Ἰσραήλ.
Matt,Matt 15:32,521,True,strict_verse,Mark 8:2,286,0.741574,0.685779,1.0,9,2,,0.0,True,Mark 8:2,0.685779,True,34,19,"Ὁ δὲ Ἰησοῦς προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ εἶπεν· Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον, ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν· καὶ ἀπολῦσαι αὐτοὺς νήστεις οὐ θέλω, μήποτε ἐκλυθῶσιν ἐν τῇ ὁδῷ."
Matt,Matt 15:33,522,True,strict_verse,Mark 8:4,288,0.5598,0.567509,0.428571,5,3,,0.0,True,Mark 8:4,0.567509,True,15,7,καὶ λέγουσιν αὐτῷ οἱ ⸀μαθηταί· Πόθεν ἡμῖν ἐν ἐρημίᾳ ἄρτοι τοσοῦτοι ὥστε χορτάσαι ὄχλον τοσοῦτον;
Matt,Matt 15:34,523,True,chain_context,Mark 8:5,289,0.417899,0.397307,0.6,4,0,,0.0,True,Mark 8:5,0.397307,True,15,8,"καὶ λέγει αὐτοῖς ὁ Ἰησοῦς· Πόσους ἄρτους ἔχετε; οἱ δὲ εἶπαν· Ἑπτά, καὶ ὀλίγα ἰχθύδια."
Matt,Matt 15:35,524,True,strict_verse,Mark 8:6,290,0.611265,0.518715,1.0,4,2,,0.0,False,,0.0,True,8,4,καὶ ⸀παραγγείλας ⸂τῷ ὄχλῳ⸃ ἀναπεσεῖν ἐπὶ τὴν γῆν
Matt,Matt 15:36,525,True,strict_verse,Mark 8:6,290,0.58561,0.531978,0.8,8,2,,0.0,True,Mark 8:6,0.531978,True,19,10,⸀ἔλαβεν τοὺς ἑπτὰ ἄρτους καὶ τοὺς ἰχθύας ⸀καὶ εὐχαριστήσας ἔκλασεν καὶ ⸀ἐδίδου τοῖς ⸀μαθηταῖς οἱ δὲ μαθηταὶ ⸂τοῖς ὄχλοις⸃.
Matt,Matt 15:37,526,True,strict_verse,Mark 8:8,292,0.569748,0.514329,0.714286,6,3,,0.0,True,Mark 8:8,0.514329,True,14,9,"καὶ ἔφαγον πάντες καὶ ἐχορτάσθησαν, καὶ ⸂τὸ περισσεῦον τῶν κλασμάτων ἦραν⸃ ἑπτὰ σπυρίδας πλήρεις."
Matt,Matt 15:38,527,False,unmasked_non_markan,Mark 8:9,293,0.311373,0.266717,0.5,2,1,,0.0,False,,0.0,False,10,6,οἱ δὲ ἐσθίοντες ἦσαν τετρακισχίλιοι ἄνδρες χωρὶς γυναικῶν καὶ παιδίων.
Matt,Matt 15:39,528,False,unmasked_non_markan,Mark 6:45,237,0.304555,0.307427,0.285714,4,1,,0.0,False,,0.0,False,14,7,"καὶ ἀπολύσας τοὺς ὄχλους ἐνέβη εἰς τὸ πλοῖον, καὶ ἦλθεν εἰς τὰ ὅρια ⸀Μαγαδάν."
Matt,Matt 16:1,529,True,chain_context,Mark 8:11,295,0.343858,0.337212,0.375,4,1,,0.0,True,Mark 8:11,0.337212,False,15,8,Καὶ προσελθόντες οἱ Φαρισαῖοι καὶ Σαδδουκαῖοι πειράζοντες ἐπηρώτησαν αὐτὸν σημεῖον ἐκ τοῦ οὐρανοῦ ἐπιδεῖξαι αὐτοῖς.
Matt,Matt 16:2,530,False,unmasked_non_markan,Mark 14:17,552,0.318914,0.276385,0.5,2,1,,0.0,False,,0.0,False,13,8,"ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς· ⸂Ὀψίας γενομένης λέγετε· Εὐδία, πυρράζει γὰρ ὁ οὐρανός·"
Matt,Matt 16:3,531,False,unmasked_non_markan,Mark 13:18,516,0.134475,0.15531,0.0,1,1,,0.0,False,,0.0,False,23,14,"καὶ πρωΐ· Σήμερον χειμών, πυρράζει γὰρ στυγνάζων ὁ οὐρανός. ⸀τὸ μὲν πρόσωπον τοῦ οὐρανοῦ γινώσκετε διακρίνειν, τὰ δὲ σημεῖα τῶν καιρῶν οὐ δύνασθε.⸃"
Matt,Matt 16:4,532,True,chain_context,Mark 8:12,296,0.354578,0.36228,0.4,3,0,,0.0,True,Mark 8:12,0.36228,True,20,13,"Γενεὰ πονηρὰ καὶ μοιχαλὶς σημεῖον ἐπιζητεῖ, καὶ σημεῖον οὐ δοθήσεται αὐτῇ εἰ μὴ τὸ σημεῖον ⸀Ἰωνᾶ. καὶ καταλιπὼν αὐτοὺς ἀπῆλθεν."
Matt,Matt 16:5,533,True,chain_context,Mark 8:14,298,0.379784,0.392886,0.333333,3,1,,0.0,True,Mark 8:14,0.392886,True,10,6,Καὶ ἐλθόντες οἱ ⸀μαθηταὶ εἰς τὸ πέραν ἐπελάθοντο ἄρτους λαβεῖν.
Matt,Matt 16:6,534,True,chain_context,Mark 8:15,299,0.446287,0.4232,0.571429,4,1,,0.0,True,Mark 8:15,0.4232,True,15,7,ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς· Ὁρᾶτε καὶ προσέχετε ἀπὸ τῆς ζύμης τῶν Φαρισαίων καὶ Σαδδουκαίων.
Matt,Matt 16:7,535,True,strict_verse,Mark 8:16,300,0.606828,0.587814,0.75,3,1,,0.0,True,Mark 8:16,0.587814,True,10,5,οἱ δὲ διελογίζοντο ἐν ἑαυτοῖς λέγοντες ὅτι Ἄρτους οὐκ ἐλάβομεν.
Matt,Matt 16:8,536,True,chain_context,Mark 8:16,300,0.483763,0.430038,0.75,3,1,,0.0,True,Mark 8:17,0.302225,True,14,8,"γνοὺς δὲ ὁ Ἰησοῦς ⸀εἶπεν· Τί διαλογίζεσθε ἐν ἑαυτοῖς, ὀλιγόπιστοι, ὅτι ἄρτους οὐκ ⸀ἐλάβετε;"
Matt,Matt 16:9,537,True,chain_context,Mark 8:19,303,0.411088,0.360369,0.5,4,3,,0.0,True,Mark 8:19,0.360369,True,13,8,"οὔπω νοεῖτε, οὐδὲ μνημονεύετε τοὺς πέντε ἄρτους τῶν πεντακισχιλίων καὶ πόσους κοφίνους ἐλάβετε;"
Matt,Matt 16:10,538,True,strict_verse,Mark 8:20,304,0.508164,0.478843,0.6,3,2,,0.0,True,Mark 8:20,0.478843,True,10,5,οὐδὲ τοὺς ἑπτὰ ἄρτους τῶν τετρακισχιλίων καὶ πόσας σπυρίδας ἐλάβετε;
Matt,Matt 16:11,539,False,unmasked_non_markan,Mark 8:15,299,0.298786,0.279426,0.375,3,1,,0.0,False,,0.0,False,18,10,πῶς οὐ νοεῖτε ὅτι οὐ περὶ ⸀ἄρτων εἶπον ὑμῖν; ⸂προσέχετε δὲ⸃ ἀπὸ τῆς ζύμης τῶν Φαρισαίων καὶ Σαδδουκαίων.
Matt,Matt 16:12,540,False,unmasked_non_markan,Mark 8:15,299,0.276409,0.250738,0.375,3,1,,0.0,False,,0.0,False,19,10,τότε συνῆκαν ὅτι οὐκ εἶπεν προσέχειν ἀπὸ τῆς ζύμης ⸂τῶν ἄρτων⸃ ἀλλὰ ἀπὸ τῆς διδαχῆς τῶν Φαρισαίων καὶ Σαδδουκαίων.
Matt,Matt 16:13,541,True,strict_verse,Mark 8:27,311,0.538496,0.514179,0.615385,7,2,,0.0,True,Mark 8:27,0.514179,True,24,13,Ἐλθὼν δὲ ὁ Ἰησοῦς εἰς τὰ μέρη Καισαρείας τῆς Φιλίππου ἠρώτα τοὺς μαθητὰς αὐτοῦ λέγων· ⸀Τίνα λέγουσιν οἱ ἄνθρωποι εἶναι τὸν υἱὸν τοῦ ἀνθρώπου;
Matt,Matt 16:14,542,True,strict_verse,Mark 8:28,312,0.688654,0.686309,0.777778,7,1,,0.0,True,Mark 8:28,0.686309,True,18,9,"οἱ δὲ εἶπαν· Οἱ μὲν Ἰωάννην τὸν βαπτιστήν, ἄλλοι δὲ Ἠλίαν, ἕτεροι δὲ Ἰερεμίαν ἢ ἕνα τῶν προφητῶν."
Matt,Matt 16:15,543,True,strict_verse,Mark 8:29,313,0.508588,0.421266,1.0,2,0,,0.0,False,,0.0,True,8,3,λέγει αὐτοῖς· Ὑμεῖς δὲ τίνα με λέγετε εἶναι;
Matt,Matt 16:16,544,True,strict_verse,Mark 8:29,313,0.501341,0.498515,0.625,5,0,,0.0,True,Mark 8:29,0.498515,True,15,9,ἀποκριθεὶς δὲ Σίμων Πέτρος εἶπεν· Σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ θεοῦ τοῦ ζῶντος.
Matt,Matt 16:17,545,False,unmasked_non_markan,Mark 10:8,378,0.1508,0.176239,0.0,2,1,,0.0,False,,0.0,False,25,13,"⸂ἀποκριθεὶς δὲ⸃ ὁ Ἰησοῦς εἶπεν αὐτῷ· Μακάριος εἶ, Σίμων Βαριωνᾶ, ὅτι σὰρξ καὶ αἷμα οὐκ ἀπεκάλυψέν σοι ἀλλ’ ὁ πατήρ μου ὁ ἐν τοῖς οὐρανοῖς·"
Matt,Matt 16:18,546,False,unmasked_non_markan,Mark 8:29,313,0.122202,0.156669,0.0,3,0,,0.0,False,,0.0,False,23,10,"κἀγὼ δέ σοι λέγω ὅτι σὺ εἶ Πέτρος, καὶ ἐπὶ ταύτῃ τῇ πέτρᾳ οἰκοδομήσω μου τὴν ἐκκλησίαν, καὶ πύλαι ᾅδου οὐ κατισχύσουσιν αὐτῆς·"
Matt,Matt 16:19,547,False,unmasked_non_markan,Mark 11:4,426,0.164374,0.193641,0.0,2,1,,0.0,False,,0.0,False,32,14,"⸀δώσω σοι τὰς ⸀κλεῖδας τῆς βασιλείας τῶν οὐρανῶν, καὶ ὃ ⸀ἐὰν δήσῃς ἐπὶ τῆς γῆς ἔσται δεδεμένον ἐν τοῖς οὐρανοῖς, καὶ ὃ ⸁ἐὰν λύσῃς ἐπὶ τῆς γῆς ἔσται λελυμένον ἐν τοῖς οὐρανοῖς."
Matt,Matt 16:20,548,False,unmasked_non_markan,Mark 7:36,283,0.407756,0.406769,0.428571,3,1,,0.0,False,,0.0,False,12,7,τότε ⸀διεστείλατο τοῖς ⸀μαθηταῖς ἵνα μηδενὶ εἴπωσιν ὅτι αὐτός ⸀ἐστιν ὁ χριστός.
Matt,Matt 16:21,549,True,chain_context,Mark 8:31,315,0.46176,0.436445,0.6,9,1,,0.0,True,Mark 8:31,0.436445,True,32,17,Ἀπὸ τότε ἤρξατο ⸂ὁ Ἰησοῦς⸃ δεικνύειν τοῖς μαθηταῖς αὐτοῦ ὅτι δεῖ αὐτὸν ⸂εἰς Ἱεροσόλυμα ἀπελθεῖν⸃ καὶ πολλὰ παθεῖν ἀπὸ τῶν πρεσβυτέρων καὶ ἀρχιερέων καὶ γραμματέων καὶ ἀποκτανθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἐγερθῆναι.
Matt,Matt 16:22,550,True,strict_verse,Mark 8:32,316,0.5028,0.495653,0.571429,4,1,,0.0,True,Mark 8:32,0.495653,True,17,10,"καὶ προσλαβόμενος αὐτὸν ὁ Πέτρος ἤρξατο ἐπιτιμᾶν αὐτῷ λέγων· Ἵλεώς σοι, κύριε· οὐ μὴ ἔσται σοι τοῦτο."
Matt,Matt 16:23,551,True,strict_verse,Mark 8:33,317,0.566048,0.544662,0.636364,8,2,,0.0,True,Mark 8:33,0.544662,True,23,11,"ὁ δὲ στραφεὶς εἶπεν τῷ Πέτρῳ· Ὕπαγε ὀπίσω μου, Σατανᾶ· σκάνδαλον ⸂εἶ ἐμοῦ⸃, ὅτι οὐ φρονεῖς τὰ τοῦ θεοῦ ἀλλὰ τὰ τῶν ἀνθρώπων."
Matt,Matt 16:24,552,True,strict_verse,Mark 8:34,318,0.723548,0.731899,0.7,8,2,,0.0,True,Mark 8:34,0.731899,True,23,10,"Τότε ὁ Ἰησοῦς εἶπεν τοῖς μαθηταῖς αὐτοῦ· Εἴ τις θέλει ὀπίσω μου ἐλθεῖν, ἀπαρνησάσθω ἑαυτὸν καὶ ἀράτω τὸν σταυρὸν αὐτοῦ καὶ ἀκολουθείτω μοι."
Matt,Matt 16:25,553,True,strict_verse,Mark 8:35,319,0.796995,0.823987,0.857143,4,0,,0.0,True,Mark 8:35,0.823987,True,21,7,ὃς γὰρ ⸀ἐὰν θέλῃ τὴν ψυχὴν αὐτοῦ σῶσαι ἀπολέσει αὐτήν· ὃς δ’ ἂν ἀπολέσῃ τὴν ψυχὴν αὐτοῦ ἕνεκεν ἐμοῦ εὑρήσει αὐτήν.
Matt,Matt 16:26,554,True,strict_verse,Mark 8:37,321,0.683326,0.628196,1.0,4,1,,0.0,True,Mark 8:37,0.628196,True,22,11,τί γὰρ ⸀ὠφεληθήσεται ἄνθρωπος ἐὰν τὸν κόσμον ὅλον κερδήσῃ τὴν δὲ ψυχὴν αὐτοῦ ζημιωθῇ; ἢ τί δώσει ἄνθρωπος ἀντάλλαγμα τῆς ψυχῆς αὐτοῦ;
Matt,Matt 16:27,555,False,unmasked_non_markan,Mark 8:38,322,0.304162,0.264077,0.545455,6,0,,0.0,False,,0.0,False,25,11,"μέλλει γὰρ ὁ υἱὸς τοῦ ἀνθρώπου ἔρχεσθαι ἐν τῇ δόξῃ τοῦ πατρὸς αὐτοῦ μετὰ τῶν ἀγγέλων αὐτοῦ, καὶ τότε ἀποδώσει ἑκάστῳ κατὰ τὴν πρᾶξιν αὐτοῦ."
Matt,Matt 16:28,556,True,strict_verse,Mark 9:1,323,0.774047,0.780666,0.769231,11,2,,0.0,True,Mark 9:1,0.780666,True,26,13,ἀμὴν λέγω ὑμῖν ⸀ὅτι εἰσίν τινες ⸂τῶν ὧδε ἑστώτων⸃ οἵτινες οὐ μὴ γεύσωνται θανάτου ἕως ἂν ἴδωσιν τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐν τῇ βασιλείᾳ αὐτοῦ.
Matt,Matt 17:1,557,True,strict_verse,Mark 9:2,324,0.842709,0.817575,0.916667,11,3,,0.0,True,Mark 9:2,0.817575,True,24,12,"Καὶ μεθ’ ἡμέρας ἓξ παραλαμβάνει ὁ Ἰησοῦς τὸν Πέτρον καὶ Ἰάκωβον καὶ Ἰωάννην τὸν ἀδελφὸν αὐτοῦ, καὶ ἀναφέρει αὐτοὺς εἰς ὄρος ὑψηλὸν κατ’ ἰδίαν."
Matt,Matt 17:2,558,False,unmasked_non_markan,Mark 9:3,325,0.161916,0.19049,0.0,3,1,,0.0,False,,0.0,False,21,8,"καὶ μετεμορφώθη ἔμπροσθεν αὐτῶν, καὶ ἔλαμψεν τὸ πρόσωπον αὐτοῦ ὡς ὁ ἥλιος, τὰ δὲ ἱμάτια αὐτοῦ ⸀ἐγένετο λευκὰ ὡς τὸ φῶς."
Matt,Matt 17:3,559,True,strict_verse,Mark 9:4,326,0.626908,0.613558,0.75,4,1,,0.0,True,Mark 9:4,0.613558,True,10,4,καὶ ἰδοὺ ⸀ὤφθη αὐτοῖς Μωϋσῆς καὶ Ἠλίας ⸂συλλαλοῦντες μετ’ αὐτοῦ⸃.
Matt,Matt 17:4,560,True,strict_verse,Mark 9:5,327,0.809317,0.803298,0.941176,13,1,,0.0,True,Mark 9:5,0.803298,True,27,19,"ἀποκριθεὶς δὲ ὁ Πέτρος εἶπεν τῷ Ἰησοῦ· Κύριε, καλόν ἐστιν ἡμᾶς ὧδε εἶναι· εἰ θέλεις, ⸀ποιήσω ὧδε τρεῖς σκηνάς, σοὶ μίαν καὶ Μωϋσεῖ μίαν καὶ ⸂Ἠλίᾳ μίαν⸃."
Matt,Matt 17:5,561,True,strict_verse,Mark 9:7,329,0.628361,0.569693,0.8,7,3,,0.0,True,Mark 9:7,0.569693,True,27,13,"ἔτι αὐτοῦ λαλοῦντος ἰδοὺ νεφέλη φωτεινὴ ἐπεσκίασεν αὐτούς, καὶ ἰδοὺ φωνὴ ἐκ τῆς νεφέλης λέγουσα· Οὗτός ἐστιν ὁ υἱός μου ὁ ἀγαπητός, ἐν ᾧ εὐδόκησα· ⸂ἀκούετε αὐτοῦ⸃."
Matt,Matt 17:6,562,False,unmasked_non_markan,Mark 16:4,657,0.130289,0.149944,0.0,1,1,,0.0,False,,0.0,False,11,6,καὶ ἀκούσαντες οἱ μαθηταὶ ἔπεσαν ἐπὶ πρόσωπον αὐτῶν καὶ ἐφοβήθησαν σφόδρα.
Matt,Matt 17:7,563,False,unmasked_non_markan,Mark 5:36,185,0.157238,0.201587,0.0,4,0,,0.0,False,,0.0,False,12,7,καὶ ⸂προσῆλθεν ὁ Ἰησοῦς καὶ ἁψάμενος αὐτῶν⸃ εἶπεν· Ἐγέρθητε καὶ μὴ φοβεῖσθε.
Matt,Matt 17:8,564,True,chain_context,Mark 9:8,330,0.362604,0.333008,0.571429,4,0,,0.0,True,Mark 9:8,0.333008,True,12,7,ἐπάραντες δὲ τοὺς ὀφθαλμοὺς αὐτῶν οὐδένα εἶδον εἰ μὴ ⸀αὐτὸν Ἰησοῦν μόνον.
