layer	pair_id	matt_ref	luke_ref	score	lcs	tags	matt_text	luke_text	lemma_diff	surface_diff	matt_only_lemmas	luke_only_lemmas	shared_lemmas
primary_chain	26	Matt 11:18	Luke 7:33	0.512271	1.000000	moderate_parallel;luke_expands_or_matt_abbreviates;content_order_preserved;multi_lemma_overlap	ἦλθεν γὰρ Ἰωάννης μήτε ἐσθίων μήτε πίνων, καὶ λέγουσιν· Δαιμόνιον ἔχει·	ἐλήλυθεν γὰρ Ἰωάννης ὁ βαπτιστὴς ⸀μὴ ⸂ἐσθίων ἄρτον μήτε πίνων οἶνον⸃, καὶ λέγετε· Δαιμόνιον ἔχει·	μήτε → ὁ βαπτιστής μή; +L[ἄρτος]; +L[οἶνος]	ἦλθεν → ἐλήλυθεν; μήτε → ὁ βαπτιστὴς μὴ; +L[ἄρτον]; +L[οἶνον]; λέγουσιν → λέγετε		βαπτιστής μή ἄρτος οἶνος	δαιμόνιον λέγω πίνω ἐσθίω ἔρχομαι ἔχω Ἰωάννης
primary_chain	27	Matt 11:19	Luke 7:34	0.689853	0.916667	strong_parallel;matt_expands_or_luke_abbreviates;content_order_preserved;multi_lemma_overlap	ἦλθεν ὁ υἱὸς τοῦ ἀνθρώπου ἐσθίων καὶ πίνων, καὶ λέγουσιν· Ἰδοὺ ἄνθρωπος φάγος καὶ οἰνοπότης, τελωνῶν φίλος καὶ ἁμαρτωλῶν. καὶ ἐδικαιώθη ἡ σοφία ἀπὸ τῶν ⸀ἔργων αὐτῆς.	ἐλήλυθεν ὁ υἱὸς τοῦ ἀνθρώπου ἐσθίων καὶ πίνων, καὶ λέγετε· Ἰδοὺ ἄνθρωπος φάγος καὶ οἰνοπότης, φίλος τελωνῶν καὶ ἁμαρτωλῶν.	+L[φίλος]; −M[φίλος]; −M[καί δικαιόω ὁ σοφία ἀπό ὁ ἔργον αὐτός]	ἦλθεν → ἐλήλυθεν; λέγουσιν → λέγετε; +L[φίλος]; −M[φίλος]; −M[καὶ ἐδικαιώθη ἡ σοφία ἀπὸ τῶν ἔργων αὐτῆς]	δικαιόω σοφία ἔργον		λέγω οἰνοπότης πίνω τελώνης υἱός φάγος φίλος ἁμαρτωλός ἄνθρωπος ἐσθίω ἔρχομαι
primary_chain	28	Matt 11:21	Luke 10:13	0.920229	1.000000	close_match;content_order_preserved;multi_lemma_overlap	Οὐαί σοι, Χοραζίν· οὐαί σοι, Βηθσαϊδά· ὅτι εἰ ἐν Τύρῳ καὶ Σιδῶνι ἐγένοντο αἱ δυνάμεις αἱ γενόμεναι ἐν ὑμῖν, πάλαι ἂν ἐν σάκκῳ καὶ σποδῷ μετενόησαν.	Οὐαί σοι, Χοραζίν· οὐαί σοι, Βηθσαϊδά· ὅτι εἰ ἐν Τύρῳ καὶ Σιδῶνι ⸀ἐγενήθησαν αἱ δυνάμεις αἱ γενόμεναι ἐν ὑμῖν, πάλαι ἂν ἐν σάκκῳ καὶ σποδῷ ⸀καθήμενοι μετενόησαν.	+L[κάθημαι]	ἐγένοντο → ἐγενήθησαν; +L[καθήμενοι]		κάθημαι	Βηθσαϊδά Σιδών Τύρος Χοραζίν γίνομαι δύναμις μετανοέω πάλαι σάκκος σποδός
primary_chain	29	Matt 11:22	Luke 10:14	0.752828	1.000000	strong_parallel;content_order_preserved;multi_lemma_overlap	πλὴν λέγω ὑμῖν, Τύρῳ καὶ Σιδῶνι ἀνεκτότερον ἔσται ἐν ἡμέρᾳ κρίσεως ἢ ὑμῖν.	πλὴν Τύρῳ καὶ Σιδῶνι ἀνεκτότερον ἔσται ἐν τῇ κρίσει ἢ ὑμῖν.	−M[λέγω σύ]; ἡμέρα → ὁ	−M[λέγω ὑμῖν]; ἡμέρᾳ κρίσεως → τῇ κρίσει	λέγω ἡμέρα		Σιδών Τύρος εἰμί κρίσις ἀνεκτός
primary_chain	30	Matt 11:23	Luke 10:15	0.478330	0.800000	moderate_parallel;matt_expands_or_luke_abbreviates;content_order_preserved	καὶ σύ, Καφαρναούμ, ⸂μὴ ἕως οὐρανοῦ ὑψωθήσῃ⸃; ἕως ᾅδου ⸀καταβήσῃ· ὅτι εἰ ἐν Σοδόμοις ⸀ἐγενήθησαν αἱ δυνάμεις αἱ γενόμεναι ἐν σοί, ⸀ἔμεινεν ἂν μέχρι τῆς σήμερον.	καὶ σύ, Καφαρναούμ, ⸂μὴ ἕως οὐρανοῦ ὑψωθήσῃ⸃; ἕως ⸀τοῦ ᾅδου ⸀καταβιβασθήσῃ.	+L[ὁ]; καταβαίνω ὅτι εἰ ἐν Σόδομα γίνομαι ὁ δύναμις ὁ γίνομαι ἐν σύ μένω ἄν μέχρι(ς) ὁ σήμερον → καταβιβάζω	+L[τοῦ]; καταβήσῃ ὅτι εἰ ἐν Σοδόμοις ἐγενήθησαν αἱ δυνάμεις αἱ γενόμεναι ἐν σοί ἔμεινεν ἂν μέχρι τῆς σήμερον → καταβιβασθήσῃ	καί καταβαίνω Σόδομα γίνομαι γίνομαι δύναμις μένω σήμερον	καταβιβάζω	Καφαρναούμ οὐρανός ὑψόω ᾅδης
primary_chain	31	Matt 11:25	Luke 10:21	0.583264	0.714286	moderate_parallel;luke_expands_or_matt_abbreviates;content_order_preserved;multi_lemma_overlap	Ἐν ἐκείνῳ τῷ καιρῷ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν· Ἐξομολογοῦμαί σοι, πάτερ κύριε τοῦ οὐρανοῦ καὶ τῆς γῆς, ὅτι ⸀ἔκρυψας ταῦτα ἀπὸ σοφῶν καὶ συνετῶν, καὶ ἀπεκάλυψας αὐτὰ νηπίοις·	Ἐν αὐτῇ τῇ ὥρᾳ ἠγαλλιάσατο ⸀τῷ πνεύματι ⸂τῷ ἁγίῳ⸃ καὶ εἶπεν· Ἐξομολογοῦμαί σοι, πάτερ κύριε τοῦ οὐρανοῦ καὶ τῆς γῆς, ὅτι ἀπέκρυψας ταῦτα ἀπὸ σοφῶν καὶ συνετῶν, καὶ ἀπεκάλυψας αὐτὰ νηπίοις· ναί, ὁ πατήρ, ὅτι οὕτως ⸂εὐδοκία ἐγένετο⸃ ἔμπροσθέν σου.	ἐκεῖνος → αὐτός; καιρός ἀποκρίνομαι → ὥρα ἀγαλλιάω; Ἰησοῦς → πνεῦμα ὁ ἅγιος καί; κρύπτω → ἀποκρύπτω; +L[ναί ὁ πατήρ ὅτι οὕτω(ς) εὐδοκία γίνομαι ἔμπροσθεν σύ]	ἐκείνῳ → αὐτῇ τῇ ὥρᾳ ἠγαλλιάσατο; καιρῷ ἀποκριθεὶς ὁ Ἰησοῦς → πνεύματι τῷ ἁγίῳ καὶ; ἔκρυψας → ἀπέκρυψας; +L[ναί ὁ πατήρ ὅτι οὕτως εὐδοκία ἐγένετο ἔμπροσθέν σου]	καιρός ἀποκρίνομαι Ἰησοῦς κρύπτω	ὥρα ἀγαλλιάω πνεῦμα ἅγιος πατήρ ἀποκρύπτω οὕτω(ς) εὐδοκία γίνομαι	γῆ κύριος λέγω νήπιος οὐρανός πατήρ σοφός συνετός ἀποκαλύπτω ἐξομολογέω
primary_chain	32	Matt 11:27	Luke 10:22	0.678374	0.866667	strong_parallel;content_order_preserved;multi_lemma_overlap	Πάντα μοι παρεδόθη ὑπὸ τοῦ πατρός μου, καὶ οὐδεὶς ἐπιγινώσκει τὸν υἱὸν εἰ μὴ ὁ πατήρ, οὐδὲ τὸν πατέρα τις ἐπιγινώσκει εἰ μὴ ὁ υἱὸς καὶ ᾧ ἐὰν βούληται ὁ υἱὸς ἀποκαλύψαι.	⸀πάντα μοι παρεδόθη ὑπὸ τοῦ πατρός μου, καὶ οὐδεὶς γινώσκει τίς ἐστιν ὁ υἱὸς εἰ μὴ ὁ πατήρ, καὶ τίς ἐστιν ὁ πατὴρ εἰ μὴ ὁ υἱὸς καὶ ᾧ ⸀ἐὰν βούληται ὁ υἱὸς ἀποκαλύψαι.	ἐπιγινώσκω → γινώσκω τίς εἰμί; οὐδέ → καί τίς εἰμί; −M[τις ἐπιγινώσκω]	Πάντα → πάντα; ἐπιγινώσκει τὸν υἱὸν → γινώσκει τίς ἐστιν ὁ υἱὸς; οὐδὲ τὸν πατέρα τις ἐπιγινώσκει → καὶ τίς ἐστιν ὁ πατὴρ	ἐπιγινώσκω ἐπιγινώσκω	γινώσκω εἰμί εἰμί	βούλομαι μή οὐδείς παραδίδωμι πατήρ πᾶς υἱός ἀποκαλύπτω
primary_chain	33	Matt 12:28	Luke 11:20	0.791266	0.857143	strong_parallel;content_order_preserved;multi_lemma_overlap	εἰ δὲ ἐν πνεύματι θεοῦ ἐγὼ ἐκβάλλω τὰ δαιμόνια, ἄρα ἔφθασεν ἐφ’ ὑμᾶς ἡ βασιλεία τοῦ θεοῦ.	εἰ δὲ ἐν δακτύλῳ ⸀θεοῦ ἐκβάλλω τὰ δαιμόνια, ἄρα ἔφθασεν ἐφ’ ὑμᾶς ἡ βασιλεία τοῦ θεοῦ.	πνεῦμα → δάκτυλος; −M[ἐγώ]	πνεύματι → δακτύλῳ; −M[ἐγὼ]	πνεῦμα	δάκτυλος	βασιλεία δαιμόνιον θεός φθάνω ἐκβάλλω
primary_chain	34	Matt 12:30	Luke 11:23	1.000000	1.000000	close_match;content_order_preserved	ὁ μὴ ὢν μετ’ ἐμοῦ κατ’ ἐμοῦ ἐστιν, καὶ ὁ μὴ συνάγων μετ’ ἐμοῦ σκορπίζει.	ὁ μὴ ὢν μετ’ ἐμοῦ κατ’ ἐμοῦ ἐστιν, καὶ ὁ μὴ συνάγων μετ’ ἐμοῦ σκορπίζει.					εἰμί μή σκορπίζω συνάγω
primary_chain	35	Matt 12:43	Luke 11:24	0.723668	0.909091	strong_parallel;luke_expands_or_matt_abbreviates;content_order_preserved;multi_lemma_overlap	Ὅταν δὲ τὸ ἀκάθαρτον πνεῦμα ἐξέλθῃ ἀπὸ τοῦ ἀνθρώπου, διέρχεται δι’ ἀνύδρων τόπων ζητοῦν ἀνάπαυσιν, καὶ οὐχ εὑρίσκει.	Ὅταν τὸ ἀκάθαρτον πνεῦμα ἐξέλθῃ ἀπὸ τοῦ ἀνθρώπου, διέρχεται δι’ ἀνύδρων τόπων ζητοῦν ἀνάπαυσιν, καὶ μὴ ⸀εὑρίσκον λέγει· Ὑποστρέψω εἰς τὸν οἶκόν μου ὅθεν ἐξῆλθον·	−M[δέ]; οὐ → μή; +L[λέγω ὑποστρέφω εἰς ὁ οἶκος ἐγώ ὅθεν ἐξέρχομαι]	−M[δὲ]; οὐχ εὑρίσκει → μὴ εὑρίσκον λέγει Ὑποστρέψω εἰς τὸν οἶκόν μου ὅθεν ἐξῆλθον	οὐ	ἐξέρχομαι μή λέγω ὑποστρέφω οἶκος ὅθεν	διέρχομαι εὑρίσκω ζητέω πνεῦμα τόπος ἀκάθαρτος ἀνάπαυσις ἄνθρωπος ἄνυδρος ἐξέρχομαι
primary_chain	36	Matt 12:44	Luke 11:25	0.463590	1.000000	moderate_parallel;matt_expands_or_luke_abbreviates;content_order_preserved	τότε λέγει· ⸂Εἰς τὸν οἶκόν μου ἐπιστρέψω⸃ ὅθεν ἐξῆλθον· καὶ ἐλθὸν ⸀εὑρίσκει ⸀σχολάζοντα σεσαρωμένον καὶ κεκοσμημένον.	καὶ ἐλθὸν ⸀εὑρίσκει σεσαρωμένον καὶ κεκοσμημένον.	−M[τότε λέγω εἰς ὁ οἶκος ἐγώ ἐπιστρέφω ὅθεν ἐξέρχομαι]; −M[σχολάζω]	−M[τότε λέγει Εἰς τὸν οἶκόν μου ἐπιστρέψω ὅθεν ἐξῆλθον]; −M[σχολάζοντα]	τότε λέγω οἶκος ἐπιστρέφω ὅθεν ἐξέρχομαι σχολάζω		εὑρίσκω κοσμέω σαρόω ἔρχομαι
primary_chain	37	Matt 12:45	Luke 11:26	0.767182	0.933333	strong_parallel;matt_expands_or_luke_abbreviates;content_order_preserved;multi_lemma_overlap	τότε πορεύεται καὶ παραλαμβάνει μεθ’ ἑαυτοῦ ἑπτὰ ἕτερα πνεύματα πονηρότερα ἑαυτοῦ, καὶ εἰσελθόντα κατοικεῖ ἐκεῖ· καὶ γίνεται τὰ ἔσχατα τοῦ ἀνθρώπου ἐκείνου χείρονα τῶν πρώτων. οὕτως ἔσται καὶ τῇ γενεᾷ ταύτῃ τῇ πονηρᾷ.	τότε πορεύεται καὶ παραλαμβάνει ⸂ἕτερα πνεύματα πονηρότερα ἑαυτοῦ ἑπτά⸃, καὶ ⸀εἰσελθόντα κατοικεῖ ἐκεῖ, καὶ γίνεται τὰ ἔσχατα τοῦ ἀνθρώπου ἐκείνου χείρονα τῶν πρώτων.	−M[μετά ἑαυτοῦ ἑπτά]; +L[ἑπτά]; −M[οὕτω(ς) εἰμί καί ὁ γενεά οὗτος ὁ πονηρός]	−M[μεθ’ ἑαυτοῦ ἑπτὰ]; +L[ἑπτά]; −M[οὕτως ἔσται καὶ τῇ γενεᾷ ταύτῃ τῇ πονηρᾷ]	πονηρός οὕτω(ς) εἰμί καί γενεά		γίνομαι εἰσέρχομαι κατοικέω παραλαμβάνω πνεῦμα πονηρός πορεύομαι πρῶτος τότε χείρων ἄνθρωπος ἐκεῖ ἑπτά ἔσχατος ἕτερος
primary_chain	38	Matt 23:25	Luke 11:39	0.428249	0.545455	moderate_parallel;multi_lemma_overlap	Οὐαὶ ὑμῖν, γραμματεῖς καὶ Φαρισαῖοι ὑποκριταί, ὅτι καθαρίζετε τὸ ἔξωθεν τοῦ ποτηρίου καὶ τῆς παροψίδος, ἔσωθεν δὲ γέμουσιν ἐξ ἁρπαγῆς καὶ ⸀ἀκρασίας.	εἶπεν δὲ ὁ κύριος πρὸς αὐτόν· Νῦν ὑμεῖς οἱ Φαρισαῖοι τὸ ἔξωθεν τοῦ ποτηρίου καὶ τοῦ πίνακος καθαρίζετε, τὸ δὲ ἔσωθεν ὑμῶν γέμει ἁρπαγῆς καὶ πονηρίας.	οὐαί → λέγω δέ ὁ κύριος πρός αὐτός νῦν; γραμματεύς καί → ὁ; −M[ὑποκριτής ὅτι καθαρίζω]; παροψίς → πίναξ καθαρίζω ὁ δέ; δέ → σύ; −M[ἐκ]; ἀκρασία → πονηρία	Οὐαὶ ὑμῖν γραμματεῖς καὶ → εἶπεν δὲ ὁ κύριος πρὸς αὐτόν Νῦν ὑμεῖς οἱ; −M[ὑποκριταί ὅτι καθαρίζετε]; τῆς παροψίδος → τοῦ πίνακος καθαρίζετε τὸ δὲ; δὲ γέμουσιν ἐξ → ὑμῶν γέμει; ἀκρασίας → πονηρίας	γραμματεύς ὑποκριτής παροψίς ἀκρασία	λέγω κύριος νῦν πίναξ πονηρία	Φαρισαῖος γέμω καθαρίζω ποτήριον ἁρπαγή ἔξωθεν ἔσωθεν
primary_chain	39	Matt 23:35	Luke 11:51	0.346588	0.500000	weak_parallel;matt_expands_or_luke_abbreviates	ὅπως ἔλθῃ ἐφ’ ὑμᾶς πᾶν αἷμα δίκαιον ἐκχυννόμενον ἐπὶ τῆς γῆς ἀπὸ τοῦ αἵματος Ἅβελ τοῦ δικαίου ἕως τοῦ αἵματος Ζαχαρίου υἱοῦ Βαραχίου, ὃν ἐφονεύσατε μεταξὺ τοῦ ναοῦ καὶ τοῦ θυσιαστηρίου.	⸀ἀπὸ αἵματος Ἅβελ ⸀ἕως αἵματος Ζαχαρίου τοῦ ἀπολομένου μεταξὺ τοῦ θυσιαστηρίου καὶ τοῦ οἴκου· ναί, λέγω ὑμῖν, ἐκζητηθήσεται ἀπὸ τῆς γενεᾶς ταύτης.	ὅπως ἔρχομαι ἐπί → ἀπό αἷμα Ἅβελ ἕως αἷμα Ζαχαρίας ὁ ἀπόλλυμι μεταξύ ὁ θυσιαστήριον καί ὁ οἶκος ναί λέγω; πᾶς αἷμα δίκαιος ἐκχέω ἐπί ὁ γῆ → ἐκζητέω; αἷμα Ἅβελ ὁ δίκαιος ἕως ὁ αἷμα Ζαχαρίας υἱός Βαραχίας ὅς φονεύω μεταξύ ὁ ναός καί ὁ θυσιαστήριον → γενεά οὗτος	−M[ὅπως ἔλθῃ ἐφ’ ὑμᾶς πᾶν αἷμα δίκαιον ἐκχυννόμενον ἐπὶ τῆς γῆς]; −M[τοῦ]; −M[τοῦ δικαίου]; −M[τοῦ]; υἱοῦ Βαραχίου ὃν ἐφονεύσατε → τοῦ ἀπολομένου; ναοῦ → θυσιαστηρίου; θυσιαστηρίου → οἴκου ναί λέγω ὑμῖν ἐκζητηθήσεται ἀπὸ τῆς γενεᾶς ταύτης	ἔρχομαι πᾶς αἷμα δίκαιος δίκαιος ἐκχέω γῆ υἱός Βαραχίας φονεύω ναός	ἀπόλλυμι οἶκος λέγω ἐκζητέω γενεά	Ζαχαρίας αἷμα θυσιαστήριον Ἅβελ
primary_chain	40	Matt 24:43	Luke 12:39	0.521288	0.727273	moderate_parallel;content_order_preserved;multi_lemma_overlap	ἐκεῖνο δὲ γινώσκετε ὅτι εἰ ᾔδει ὁ οἰκοδεσπότης ποίᾳ φυλακῇ ὁ κλέπτης ἔρχεται, ἐγρηγόρησεν ἂν καὶ οὐκ ἂν εἴασεν διορυχθῆναι τὴν οἰκίαν αὐτοῦ.	Τοῦτο δὲ γινώσκετε ὅτι εἰ ᾔδει ὁ οἰκοδεσπότης ποίᾳ ὥρᾳ ὁ κλέπτης ἔρχεται, ⸂οὐκ ἂν⸃ ἀφῆκεν ⸀διορυχθῆναι τὸν οἶκον αὐτοῦ.	ἐκεῖνος → οὗτος; φυλακή → ὥρα; −M[γρηγορέω ἄν καί]; ἐάω → ἀφίημι; οἰκία → οἶκος	ἐκεῖνο → Τοῦτο; φυλακῇ → ὥρᾳ; −M[ἐγρηγόρησεν ἂν καὶ]; εἴασεν → ἀφῆκεν; τὴν οἰκίαν → τὸν οἶκον	φυλακή γρηγορέω ἐάω οἰκία	ὥρα ἀφίημι οἶκος	γινώσκω διορύσσω κλέπτης οἰκοδεσπότης οἶδα οὐ ἔρχομαι ὅτι
primary_chain	41	Matt 24:44	Luke 12:40	0.679317	0.888889	strong_parallel;content_order_preserved;multi_lemma_overlap	διὰ τοῦτο καὶ ὑμεῖς γίνεσθε ἕτοιμοι, ὅτι ᾗ ⸂οὐ δοκεῖτε ὥρᾳ⸃ ὁ υἱὸς τοῦ ἀνθρώπου ἔρχεται.	καὶ ⸀ὑμεῖς γίνεσθε ἕτοιμοι, ὅτι ᾗ ὥρᾳ οὐ δοκεῖτε ὁ υἱὸς τοῦ ἀνθρώπου ἔρχεται.	−M[διά οὗτος]; +L[ὥρα]; −M[ὥρα]	−M[διὰ τοῦτο]; +L[ὥρᾳ]; −M[ὥρᾳ]			γίνομαι δοκέω καί οὐ υἱός ἄνθρωπος ἔρχομαι ἕτοιμος ὥρα
primary_chain	42	Matt 24:45	Luke 12:42	0.456058	0.700000	moderate_parallel;content_order_preserved;multi_lemma_overlap	Τίς ἄρα ἐστὶν ὁ πιστὸς δοῦλος καὶ φρόνιμος ὃν κατέστησεν ὁ ⸀κύριος ἐπὶ τῆς ⸀οἰκετείας αὐτοῦ τοῦ ⸀δοῦναι αὐτοῖς τὴν τροφὴν ἐν καιρῷ;	⸂καὶ εἶπεν⸃ ὁ κύριος· Τίς ἄρα ἐστὶν ὁ πιστὸς οἰκονόμος, ⸀ὁ φρόνιμος, ὃν καταστήσει ὁ κύριος ἐπὶ τῆς θεραπείας αὐτοῦ τοῦ διδόναι ἐν καιρῷ ⸀τὸ σιτομέτριον;	+L[καί λέγω ὁ κύριος]; δοῦλος καί → οἰκονόμος ὁ; οἰκετεία → θεραπεία; −M[αὐτός ὁ τροφή]; +L[ὁ σιτομέτριον]	+L[καὶ εἶπεν ὁ κύριος]; δοῦλος καὶ → οἰκονόμος ὁ; κατέστησεν → καταστήσει; οἰκετείας → θεραπείας; δοῦναι αὐτοῖς τὴν τροφὴν → διδόναι; +L[τὸ σιτομέτριον]	δοῦλος οἰκετεία τροφή	λέγω κύριος οἰκονόμος θεραπεία σιτομέτριον	δίδωμι εἰμί καθίστημι καιρός κύριος πιστός φρόνιμος
primary_chain	43	Matt 24:46	Luke 12:43	0.782611	0.857143	strong_parallel;content_order_preserved;multi_lemma_overlap	μακάριος ὁ δοῦλος ἐκεῖνος ὃν ἐλθὼν ὁ κύριος αὐτοῦ εὑρήσει ⸂οὕτως ποιοῦντα⸃·	μακάριος ὁ δοῦλος ἐκεῖνος, ὃν ἐλθὼν ὁ κύριος αὐτοῦ εὑρήσει ποιοῦντα οὕτως·	+L[ποιέω]; −M[ποιέω]	+L[ποιοῦντα]; −M[ποιοῦντα]			δοῦλος εὑρίσκω κύριος μακάριος οὕτω(ς) ποιέω ἔρχομαι
primary_chain	44	Matt 24:47	Luke 12:44	0.838452	1.000000	close_match;content_order_preserved	ἀμὴν λέγω ὑμῖν ὅτι ἐπὶ πᾶσιν τοῖς ὑπάρχουσιν αὐτοῦ καταστήσει αὐτόν.	ἀληθῶς λέγω ὑμῖν ὅτι ἐπὶ πᾶσιν τοῖς ὑπάρχουσιν αὐτοῦ καταστήσει αὐτόν.	ἀμήν → ἀληθῶς	ἀμὴν → ἀληθῶς		ἀληθῶς	καθίστημι λέγω πᾶς ὑπάρχω
primary_chain	45	Matt 24:48	Luke 12:45	0.447738	0.833333	moderate_parallel;luke_expands_or_matt_abbreviates;content_order_preserved;multi_lemma_overlap	ἐὰν δὲ εἴπῃ ὁ κακὸς δοῦλος ἐκεῖνος ἐν τῇ καρδίᾳ αὐτοῦ· Χρονίζει ⸂μου ὁ κύριος⸃,	ἐὰν δὲ εἴπῃ ὁ δοῦλος ἐκεῖνος ἐν τῇ καρδίᾳ αὐτοῦ· Χρονίζει ὁ κύριός μου ἔρχεσθαι, καὶ ἄρξηται τύπτειν τοὺς παῖδας καὶ τὰς παιδίσκας, ἐσθίειν τε καὶ πίνειν καὶ μεθύσκεσθαι,	−M[κακός]; −M[ἐγώ]; +L[ἐγώ ἔρχομαι καί ἄρχω τύπτω ὁ παῖς καί ὁ παιδίσκη ἐσθίω τέ καί πίνω καί μεθύσκομαι]	−M[κακὸς]; +L[ὁ κύριός]; ὁ κύριος → ἔρχεσθαι καὶ ἄρξηται τύπτειν τοὺς παῖδας καὶ τὰς παιδίσκας ἐσθίειν τε καὶ πίνειν καὶ μεθύσκεσθαι	κακός	ἔρχομαι ἄρχω τύπτω παῖς παιδίσκη ἐσθίω πίνω μεθύσκομαι	δοῦλος καρδία κύριος λέγω χρονίζω
primary_chain	46	Matt 24:50	Luke 12:46	0.777346	1.000000	strong_parallel;luke_expands_or_matt_abbreviates;content_order_preserved;multi_lemma_overlap	ἥξει ὁ κύριος τοῦ δούλου ἐκείνου ἐν ἡμέρᾳ ᾗ οὐ προσδοκᾷ καὶ ἐν ὥρᾳ ᾗ οὐ γινώσκει,	ἥξει ὁ κύριος τοῦ δούλου ἐκείνου ἐν ἡμέρᾳ ᾗ οὐ προσδοκᾷ καὶ ἐν ὥρᾳ ᾗ οὐ γινώσκει, καὶ διχοτομήσει αὐτὸν καὶ τὸ μέρος αὐτοῦ μετὰ τῶν ἀπίστων θήσει.	+L[καί διχοτομέω αὐτός καί ὁ μέρος αὐτός μετά ὁ ἄπιστος τίθημι]	+L[καὶ διχοτομήσει αὐτὸν καὶ τὸ μέρος αὐτοῦ μετὰ τῶν ἀπίστων θήσει]		διχοτομέω μέρος ἄπιστος τίθημι	γινώσκω δοῦλος κύριος οὐ προσδοκάω ἡμέρα ἥκω ὥρα
primary_chain	47	Matt 25:30	Luke 13:28	0.371233	0.500000	weak_parallel;luke_expands_or_matt_abbreviates;multi_lemma_overlap	καὶ τὸν ἀχρεῖον δοῦλον ἐκβάλετε εἰς τὸ σκότος τὸ ἐξώτερον· ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων.	ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων, ὅταν ⸀ὄψησθε Ἀβραὰμ καὶ Ἰσαὰκ καὶ Ἰακὼβ καὶ πάντας τοὺς προφήτας ἐν τῇ βασιλείᾳ τοῦ θεοῦ, ὑμᾶς δὲ ἐκβαλλομένους ἔξω.	−M[καί ὁ ἀχρεῖος δοῦλος ἐκβάλλω εἰς ὁ σκότος ὁ ἐξώτερος]; +L[ὅταν ὁράω Ἀβραάμ καί Ἰσαάκ καί Ἰακώβ καί πᾶς ὁ προφήτης ἐν ὁ βασιλεία ὁ θεός σύ δέ ἐκβάλλω ἔξω]	−M[καὶ τὸν ἀχρεῖον δοῦλον ἐκβάλετε εἰς τὸ σκότος τὸ ἐξώτερον]; +L[ὅταν ὄψησθε Ἀβραὰμ καὶ Ἰσαὰκ καὶ Ἰακὼβ καὶ πάντας τοὺς προφήτας ἐν τῇ βασιλείᾳ τοῦ θεοῦ ὑμᾶς δὲ ἐκβαλλομένους ἔξω]	ἀχρεῖος δοῦλος σκότος ἐξώτερος	ὁράω Ἀβραάμ Ἰσαάκ Ἰακώβ πᾶς προφήτης βασιλεία θεός ἔξω	βρυγμός εἰμί κλαυθμός ἐκβάλλω ἐκεῖ ὀδούς
primary_chain	48	Matt 26:16	Luke 22:6	0.521526	0.750000	moderate_parallel;luke_expands_or_matt_abbreviates;content_order_preserved	καὶ ἀπὸ τότε ἐζήτει εὐκαιρίαν ἵνα αὐτὸν παραδῷ.	καὶ ἐξωμολόγησεν, καὶ ἐζήτει εὐκαιρίαν τοῦ παραδοῦναι αὐτὸν ⸂ἄτερ ὄχλου αὐτοῖς⸃.	ἀπό τότε → ἐξομολογέω καί; ἵνα → ὁ παραδίδωμι; παραδίδωμι → ἄτερ ὄχλος αὐτός	ἀπὸ τότε → ἐξωμολόγησεν καὶ; ἵνα → τοῦ παραδοῦναι; παραδῷ → ἄτερ ὄχλου αὐτοῖς	τότε	ἐξομολογέω ὄχλος	εὐκαιρία ζητέω παραδίδωμι
primary_chain	49	Matt 26:68	Luke 22:64	0.556421	0.800000	moderate_parallel;content_order_preserved	λέγοντες· Προφήτευσον ἡμῖν, χριστέ, τίς ἐστιν ὁ παίσας σε;	καὶ περικαλύψαντες ⸂αὐτὸν ἐπηρώτων⸃ λέγοντες· Προφήτευσον, τίς ἐστιν ὁ παίσας σε;	+L[καί περικαλύπτω αὐτός ἐπερωτάω]; −M[ἐγώ Χριστός]	+L[καὶ περικαλύψαντες αὐτὸν ἐπηρώτων]; −M[ἡμῖν χριστέ]	Χριστός	περικαλύπτω ἐπερωτάω	εἰμί λέγω παίω προφητεύω
secondary_echo	1	Matt 8:20	Luke 9:58	1.000000	1.000000	strong_verbal_echo;nonlocal_reorder	καὶ λέγει αὐτῷ ὁ Ἰησοῦς· Αἱ ἀλώπεκες φωλεοὺς ἔχουσιν καὶ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνώσεις, ὁ δὲ υἱὸς τοῦ ἀνθρώπου οὐκ ἔχει ποῦ τὴν κεφαλὴν κλίνῃ.	καὶ εἶπεν αὐτῷ ὁ Ἰησοῦς· Αἱ ἀλώπεκες φωλεοὺς ἔχουσιν καὶ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνώσεις, ὁ δὲ υἱὸς τοῦ ἀνθρώπου οὐκ ἔχει ποῦ τὴν κεφαλὴν κλίνῃ.		λέγει → εἶπεν			κατασκήνωσις κεφαλή κλίνω λέγω οὐ οὐρανός πετεινόν ποῦ υἱός φωλεός ἀλώπηξ ἄνθρωπος ἔχω Ἰησοῦς
