layer,source_ref,target_ref,edge_basis,score,max_exact_run_len,max_exact_run,negative_space_flags,provisional_reading,formula_risk
epistles_to_gospels,1Cor 10:5,Matt 24:25-26,automatic_greek_window,0.1638,3.0,εν τη ερημω,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 10:17,John 6:51,automatic_greek_window,0.1741,2.0,εκ του,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 10:21,Matt 20:22,automatic_greek_window,0.2184,1.0,δυνασθε,,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 10:21,Matt 20:21-22,automatic_greek_window,0.1779,1.0,δυνασθε,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 10:21,Matt 20:22-23,automatic_greek_window,0.1724,1.0,δυνασθε,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 10:28,Mark 11:3,automatic_greek_window,0.1802,3.0,τισ υμιν ειπη,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 10:28,Matt 24:23,automatic_greek_window,0.1729,3.0,τισ υμιν ειπη,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 10:28,Matt 21:3-4,automatic_greek_window,0.1689,3.0,τισ υμιν ειπη,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 10:31,Luke 5:30,automatic_greek_window,0.1975,1.0,εσθιετε,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:1,Luke 6:36,automatic_greek_window,0.2162,1.0,γινεσθε,thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:1,Luke 22:29,automatic_greek_window,0.1815,1.0,μου,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:4,Matt 27:29-30,automatic_greek_window,0.17,3.0,την κεφαλην αυτου,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:4,Matt 27:28-30,automatic_greek_window,0.164,3.0,την κεφαλην αυτου,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:4,Matt 27:29-31,automatic_greek_window,0.1619,3.0,την κεφαλην αυτου,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:9,John 4:16-18,automatic_greek_window,0.1822,2.0,τον ανδρα,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:9,John 4:17-18,automatic_greek_window,0.1768,1.0,και,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:9,John 4:16-19,automatic_greek_window,0.1756,2.0,τον ανδρα,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:10,Matt 26:7-9,automatic_greek_window,0.2102,3.0,επι τησ κεφαλησ,,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:10,Matt 26:7,automatic_greek_window,0.2083,3.0,επι τησ κεφαλησ,,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:10,Matt 26:6-9,automatic_greek_window,0.1998,3.0,επι τησ κεφαλησ,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:12,Luke 17:32,automatic_greek_window,0.2612,2.0,τησ γυναικοσ,thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:12,Matt 19:10,automatic_greek_window,0.1817,2.0,τησ γυναικοσ,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:12,Luke 17:24,automatic_greek_window,0.1792,3.0,ωσπερ γαρ η,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:16,Luke 22:24,automatic_greek_window,0.174,1.0,δε,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:19,Mark 10:44,automatic_greek_window,0.1379,3.0,εν υμιν ειναι,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:19,Matt 20:27,automatic_greek_window,0.1379,3.0,εν υμιν ειναι,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:19,Matt 20:26-27,automatic_greek_window,0.1068,3.0,εν υμιν ειναι,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:23,John 21:12-13,automatic_greek_window,0.1492,3.0,οτι ο κυριοσ,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:23,John 21:12-14,automatic_greek_window,0.1382,3.0,οτι ο κυριοσ,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:23,John 11:10,automatic_greek_window,0.1315,3.0,εν τη νυκτι,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:24,Luke 22:19,automatic_greek_window,0.6228,6.0,τουτο ποιειτε εισ την εμην αναμνησιν,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:24,Luke 22:18-19,automatic_greek_window,0.4952,6.0,τουτο ποιειτε εισ την εμην αναμνησιν,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:24,Luke 22:19-20,automatic_greek_window,0.49,6.0,τουτο ποιειτε εισ την εμην αναμνησιν,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:24,Luke 22:17-19,automatic_greek_window,0.4493,6.0,τουτο ποιειτε εισ την εμην αναμνησιν,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:24,Luke 22:19-21,automatic_greek_window,0.4397,6.0,τουτο ποιειτε εισ την εμην αναμνησιν,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:24,Luke 22:18-20,automatic_greek_window,0.4356,6.0,τουτο ποιειτε εισ την εμην αναμνησιν,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:24,Luke 22:16-19,automatic_greek_window,0.4317,6.0,τουτο ποιειτε εισ την εμην αναμνησιν,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:24,Luke 22:17-20,automatic_greek_window,0.4145,6.0,τουτο ποιειτε εισ την εμην αναμνησιν,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:24,Luke 22:18-21,automatic_greek_window,0.4085,6.0,τουτο ποιειτε εισ την εμην αναμνησιν,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:24,Luke 22:19-22,automatic_greek_window,0.4041,6.0,τουτο ποιειτε εισ την εμην αναμνησιν,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:25,Luke 22:20,automatic_greek_window,0.5805,10.0,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:25,Luke 22:19-20,automatic_greek_window,0.5695,10.0,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:25,Luke 22:19-21,automatic_greek_window,0.5158,10.0,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:25,Luke 22:18-20,automatic_greek_window,0.5113,10.0,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:25,Luke 22:17-20,automatic_greek_window,0.4871,10.0,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:25,Luke 22:18-21,automatic_greek_window,0.48,10.0,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:25,Luke 22:19-22,automatic_greek_window,0.4748,10.0,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:25,Luke 22:20-21,automatic_greek_window,0.4579,10.0,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:25,Luke 22:20-22,automatic_greek_window,0.4151,10.0,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:25,Luke 22:20-23,automatic_greek_window,0.3902,10.0,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,nonfungible_phrase_candidate,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:26,John 6:34,automatic_greek_window,0.1886,3.0,τον αρτον τουτον,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:26,Luke 22:18-20,automatic_greek_window,0.1676,3.0,και το ποτηριον,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:26,Luke 22:17-20,automatic_greek_window,0.1632,3.0,και το ποτηριον,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:27,Matt 24:49,automatic_greek_window,0.1801,1.0,εσθιη,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:27,Matt 5:21,automatic_greek_window,0.1768,2.0,ενοχοσ εσται,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:29,Luke 7:34,automatic_greek_window,0.1893,3.0,εσθιων και πινων,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:29,Matt 11:19,automatic_greek_window,0.1803,3.0,εσθιων και πινων,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 11:29,Luke 7:34-35,automatic_greek_window,0.1794,3.0,εσθιων και πινων,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:3,Mark 1:8,automatic_greek_window,0.2,3.0,εν πνευματι αγιω,thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:3,Mark 12:34-36,automatic_greek_window,0.1725,2.0,και ουδεισ,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:3,Mark 1:8-9,automatic_greek_window,0.1563,3.0,εν πνευματι αγιω,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:12,Matt 6:22,automatic_greek_window,0.1795,2.0,το σωμα,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:12,John 5:21-24,automatic_greek_window,0.0951,3.0,ουτωσ και ο,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:14,John 20:30,automatic_greek_window,0.1837,2.0,ουκ εστιν,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:15,Matt 18:8,automatic_greek_window,0.172,2.0,ο πουσ,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:16,Matt 6:22,automatic_greek_window,0.2149,2.0,του σωματοσ,,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:16,Luke 11:34,automatic_greek_window,0.1872,2.0,του σωματοσ,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:16,Matt 6:21-22,automatic_greek_window,0.1868,2.0,του σωματοσ,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:17,Matt 6:22,automatic_greek_window,0.2694,3.0,ολον το σωμα,,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:17,Matt 6:23,automatic_greek_window,0.2626,3.0,ολον το σωμα,,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:17,Luke 11:34,automatic_greek_window,0.243,3.0,ολον το σωμα,,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:19,Luke 24:3,automatic_greek_window,0.1872,2.0,το σωμα,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:19,Luke 17:37,automatic_greek_window,0.1802,2.0,το σωμα,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:21,John 20:12,automatic_greek_window,0.1868,2.0,τοισ ποσιν,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:21,Matt 6:23-24,automatic_greek_window,0.1236,3.0,δε ο οφθαλμοσ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:21,Matt 6:22-24,automatic_greek_window,0.12,3.0,δε ο οφθαλμοσ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:27,Luke 22:28,automatic_greek_window,0.2188,3.0,υμεισ δε εστε,thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:27,Luke 24:48,automatic_greek_window,0.195,1.0,υμεισ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 12:27,Luke 22:28-29,automatic_greek_window,0.1924,3.0,υμεισ δε εστε,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 13:3,Mark 14:8,automatic_greek_window,0.1318,3.0,το σωμα μου,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 13:3,Mark 14:22,automatic_greek_window,0.0968,3.0,το σωμα μου,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 13:3,Mark 14:22-23,automatic_greek_window,0.0897,3.0,το σωμα μου,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 13:10,Matt 25:31,automatic_greek_window,0.2064,3.0,οταν δε ελθη,thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 13:10,John 16:13,automatic_greek_window,0.1867,3.0,οταν δε ελθη,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 13:10,Matt 25:30-31,automatic_greek_window,0.1808,3.0,οταν δε ελθη,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:11,John 9:37,automatic_greek_window,0.139,3.0,και ο λαλων,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:11,John 9:36-37,automatic_greek_window,0.116,3.0,και ο λαλων,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:11,John 9:37-38,automatic_greek_window,0.115,3.0,και ο λαλων,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:12,Mark 7:18,automatic_greek_window,0.1766,3.0,ουτωσ και υμεισ,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:12,Matt 23:28,automatic_greek_window,0.1723,3.0,ουτωσ και υμεισ,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:12,Mark 7:18-21,automatic_greek_window,0.1656,3.0,ουτωσ και υμεισ,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:13,John 4:26,automatic_greek_window,0.1738,2.0,ο λαλων,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:14,Luke 1:47,automatic_greek_window,0.1338,3.0,το πνευμα μου,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:14,Luke 1:46-47,automatic_greek_window,0.1078,3.0,το πνευμα μου,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:14,Luke 23:46,automatic_greek_window,0.1054,3.0,το πνευμα μου,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:21,Luke 10:26,automatic_greek_window,0.1889,3.0,εν τω νομω,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:21,John 8:17,automatic_greek_window,0.1753,3.0,εν τω νομω,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:21,Luke 24:44-46,automatic_greek_window,0.1493,3.0,εν τω νομω,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:22,Mark 10:8,automatic_greek_window,0.1713,1.0,ωστε,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:23,Matt 22:34-37,automatic_greek_window,0.1126,4.0,επι το αυτο και,nonfungible_phrase_candidate|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:25,Luke 5:12,automatic_greek_window,0.1323,3.0,πεσων επι προσωπον,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:25,Luke 5:11-12,automatic_greek_window,0.1263,3.0,πεσων επι προσωπον,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:25,Luke 5:12-13,automatic_greek_window,0.1231,3.0,πεσων επι προσωπον,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:28,Matt 18:16-17,automatic_greek_window,0.1207,3.0,εαν δε μη,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:28,Matt 18:15-17,automatic_greek_window,0.1144,3.0,εαν δε μη,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:28,Matt 18:16-18,automatic_greek_window,0.1141,3.0,εαν δε μη,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:29,Matt 18:20,automatic_greek_window,0.2001,3.0,δυο η τρεισ,thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:29,John 2:6,automatic_greek_window,0.1865,3.0,δυο η τρεισ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:29,John 2:5-6,automatic_greek_window,0.1752,3.0,δυο η τρεισ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:32,Luke 10:20,automatic_greek_window,0.2165,1.0,πνευματα,thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:33,Luke 1:75,automatic_greek_window,0.1771,2.0,πασαισ ταισ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:33,Luke 24:27,automatic_greek_window,0.1764,3.0,εν πασαισ ταισ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:33,Luke 1:6,automatic_greek_window,0.1692,3.0,εν πασαισ ταισ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:34,Matt 11:13,automatic_greek_window,0.1513,3.0,και ο νομοσ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:34,Matt 11:13-16,automatic_greek_window,0.1288,3.0,και ο νομοσ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:34,Matt 11:13-14,automatic_greek_window,0.1017,3.0,και ο νομοσ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:36,Luke 8:11,automatic_greek_window,0.2029,4.0,ο λογοσ του θεου,nonfungible_phrase_candidate|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:36,John 10:35-36,automatic_greek_window,0.183,4.0,ο λογοσ του θεου,nonfungible_phrase_candidate|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:36,John 10:35-37,automatic_greek_window,0.1788,4.0,ο λογοσ του θεου,nonfungible_phrase_candidate|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 14:37,Luke 22:24,automatic_greek_window,0.1935,1.0,τισ,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:3,Luke 24:45,automatic_greek_window,0.1741,2.0,τασ γραφασ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:4,Luke 18:33,automatic_greek_window,0.3019,4.0,τη ημερα τη τριτη,nonfungible_phrase_candidate|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:4,Luke 24:45-46,automatic_greek_window,0.2521,2.0,τη τριτη,,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:4,John 2:1,automatic_greek_window,0.243,4.0,τη ημερα τη τριτη,nonfungible_phrase_candidate|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:5,John 6:67,automatic_greek_window,0.1867,2.0,τοισ δωδεκα,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:9,Mark 1:7,automatic_greek_window,0.1443,3.0,ουκ ειμι ικανοσ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:9,Matt 8:8,automatic_greek_window,0.1392,3.0,ουκ ειμι ικανοσ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:9,Matt 8:7-8,automatic_greek_window,0.1352,3.0,ουκ ειμι ικανοσ,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:10,John 12:44,automatic_greek_window,0.1546,3.0,εισ εμε ου,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:10,John 6:35-38,automatic_greek_window,0.1373,3.0,εισ εμε ου,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:10,John 6:35,automatic_greek_window,0.1363,3.0,εισ εμε ου,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:12,Mark 12:35,automatic_greek_window,0.2106,2.0,πωσ λεγουσιν,,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:12,Luke 20:38-41,automatic_greek_window,0.1946,2.0,πωσ λεγουσιν,low_score_semantic_only_or_noise,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:13,Luke 24:5-6,automatic_greek_window,0.1666,3.0,νεκρων ουκ εστιν,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:13,Luke 24:5-7,automatic_greek_window,0.1581,3.0,νεκρων ουκ εστιν,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:13,Luke 24:4-6,automatic_greek_window,0.158,3.0,νεκρων ουκ εστιν,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:14,Luke 8:25,automatic_greek_window,0.1633,3.0,η πιστισ υμων,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
epistles_to_gospels,1Cor 15:14,Luke 8:25-26,automatic_greek_window,0.1506,3.0,η πιστισ υμων,low_score_semantic_only_or_noise|thin_lexical_basis,inspect; exact/scripture/formula flags may explain similarity,low
