layer,source_ref,target_ref,score,max_exact_run_len,max_exact_run,negative_space_flags,interpretation_rule
epistle_to_gospel,Heb 4:12,Luke 8:11-14,0.1167,4,ο λογοσ του θεου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:12,Luke 8:8-11,0.081,4,ο λογοσ του θεου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:12,Luke 8:9-11,0.0836,4,ο λογοσ του θεου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:12,Luke 8:9-12,0.12,4,ο λογοσ του θεου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:4,Luke 1:56-59,0.1007,4,εν τη ημερα τη,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:4,Luke 1:57-59,0.1024,4,εν τη ημερα τη,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:4,Luke 1:57-60,0.1013,4,εν τη ημερα τη,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:4,Luke 1:58-59,0.1049,4,εν τη ημερα τη,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:4,Luke 1:58-60,0.1033,4,εν τη ημερα τη,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:4,Luke 1:58-61,0.1205,4,εν τη ημερα τη,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:4,Luke 1:59,0.1112,4,εν τη ημερα τη,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:4,Luke 1:59-60,0.1079,4,εν τη ημερα τη,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:4,Luke 1:59-61,0.1251,4,εν τη ημερα τη,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 4:4,Luke 1:59-62,0.1224,4,εν τη ημερα τη,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 1:10-12,0.1407,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 1:10-13,0.1354,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 1:11-12,0.1451,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 1:11-13,0.1382,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 1:11-14,0.1319,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 1:12,0.1807,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 1:12-13,0.1418,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 1:12-14,0.1337,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 1:12-15,0.1304,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 1:9-12,0.1364,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 2:20-23,0.1325,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 2:21-23,0.1383,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 2:21-24,0.1354,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 2:22-23,0.1407,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 2:22-24,0.1372,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 2:22-25,0.1337,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 2:23,0.1489,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 2:23-24,0.1428,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 2:23-25,0.1376,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 6:10,John 2:23-3:1,0.1347,4,εισ το ονομα αυτου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Luke 8:25-28,0.1475,4,του θεου του υψιστου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Luke 8:26-28,0.1265,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Luke 8:26-29,0.1218,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Luke 8:27-28,0.1293,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Luke 8:27-29,0.123,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Luke 8:27-30,0.1221,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Luke 8:28,0.1192,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Luke 8:28-29,0.1091,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Luke 8:28-30,0.1077,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Luke 8:28-31,0.1068,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Mark 5:4-7,0.1076,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Mark 5:5-7,0.1118,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Mark 5:5-8,0.1105,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Mark 5:6-7,0.1172,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Mark 5:6-8,0.1148,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Mark 5:6-9,0.1125,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Mark 5:7,0.1237,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Mark 5:7-10,0.1312,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Mark 5:7-8,0.1175,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 7:1,Mark 5:7-9,0.1145,4,του θεου του υψιστου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Luke 2:23-26,0.1588,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Luke 2:24-26,0.1618,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Luke 2:24-27,0.1579,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Luke 2:25-26,0.168,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Luke 2:25-27,0.1618,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Luke 2:25-28,0.1594,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Luke 2:26,0.1833,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Luke 2:26-27,0.17,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Luke 2:26-28,0.1656,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Luke 2:26-29,0.1622,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Matt 12:29-32,0.186,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Matt 12:30-32,0.1948,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Matt 12:30-33,0.189,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Matt 12:31-32,0.2007,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Matt 12:31-33,0.193,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Matt 12:31-34,0.2027,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Matt 12:32,0.1788,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Matt 12:32-33,0.1706,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Matt 12:32-34,0.1809,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Heb 9:8,Matt 12:32-35,0.177,4,του πνευματοσ του αγιου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 1:27,Luke 1:28-31,0.094,4,παρα τω θεω και,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 1:27,Luke 1:29-31,0.0955,4,παρα τω θεω και,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 1:27,Luke 1:29-32,0.093,4,παρα τω θεω και,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 1:27,Luke 1:30-31,0.0986,4,παρα τω θεω και,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 1:27,Luke 1:30-32,0.0947,4,παρα τω θεω και,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 1:27,Luke 1:30-33,0.093,4,παρα τω θεω και,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Mark 12:28-31,0.3331,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Mark 12:29-31,0.3316,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Mark 12:29-32,0.3329,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Mark 12:30-31,0.3462,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Mark 12:30-32,0.3436,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Mark 12:30-33,0.3309,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Mark 12:31,0.4066,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Mark 12:31-32,0.3659,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Mark 12:31-33,0.3377,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Mark 12:31-34,0.3242,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 19:16-19,0.3217,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 19:17-19,0.3312,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 19:17-20,0.3229,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 19:18-19,0.357,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 19:18-20,0.3409,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 19:18-21,0.3172,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 19:19,0.4437,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 19:19-20,0.3645,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 19:19-21,0.3256,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 19:19-22,0.3172,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 22:36-39,0.3408,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 22:37-39,0.3486,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 22:37-40,0.3285,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 22:38-39,0.3786,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 22:38-40,0.3432,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 22:38-41,0.3338,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 22:39,0.5228,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 22:39-40,0.3536,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
epistle_to_gospel,Jas 2:8,Matt 22:39-41,0.3415,6,αγαπησεισ τον πλησιον σου ωσ σεαυτον,lev19_love_neighbor,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
