variant_case_id,layer,pair_or_context,ref,related_ref,variant_marker_count,variant_note_count,status,potential_effect,conclusion_stability,variant_notes
verse_variant_Matt_23_36,verse_inventory,all_gospels,Matt 23:36,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_23_37,verse_inventory,all_gospels,Matt 23:37,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_23_38,verse_inventory,all_gospels,Matt 23:38,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_1,verse_inventory,all_gospels,Matt 24:1,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_2,verse_inventory,all_gospels,Matt 24:2,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_3,verse_inventory,all_gospels,Matt 24:3,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_6,verse_inventory,all_gospels,Matt 24:6,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_7,verse_inventory,all_gospels,Matt 24:7,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_15,verse_inventory,all_gospels,Matt 24:15,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_16,verse_inventory,all_gospels,Matt 24:16,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_17,verse_inventory,all_gospels,Matt 24:17,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_18,verse_inventory,all_gospels,Matt 24:18,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_24,verse_inventory,all_gospels,Matt 24:24,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_27,verse_inventory,all_gospels,Matt 24:27,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_28,verse_inventory,all_gospels,Matt 24:28,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_30,verse_inventory,all_gospels,Matt 24:30,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_31,verse_inventory,all_gospels,Matt 24:31,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_33,verse_inventory,all_gospels,Matt 24:33,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_34,verse_inventory,all_gospels,Matt 24:34,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_35,verse_inventory,all_gospels,Matt 24:35,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_36,verse_inventory,all_gospels,Matt 24:36,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_37,verse_inventory,all_gospels,Matt 24:37,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_38,verse_inventory,all_gospels,Matt 24:38,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_39,verse_inventory,all_gospels,Matt 24:39,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_40,verse_inventory,all_gospels,Matt 24:40,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_41,verse_inventory,all_gospels,Matt 24:41,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_42,verse_inventory,all_gospels,Matt 24:42,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_44,verse_inventory,all_gospels,Matt 24:44,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_45,verse_inventory,all_gospels,Matt 24:45,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_46,verse_inventory,all_gospels,Matt 24:46,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_48,verse_inventory,all_gospels,Matt 24:48,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_24_49,verse_inventory,all_gospels,Matt 24:49,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_1,verse_inventory,all_gospels,Matt 25:1,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_2,verse_inventory,all_gospels,Matt 25:2,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_3,verse_inventory,all_gospels,Matt 25:3,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_4,verse_inventory,all_gospels,Matt 25:4,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_6,verse_inventory,all_gospels,Matt 25:6,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_7,verse_inventory,all_gospels,Matt 25:7,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_9,verse_inventory,all_gospels,Matt 25:9,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_13,verse_inventory,all_gospels,Matt 25:13,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_16,verse_inventory,all_gospels,Matt 25:16,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_17,verse_inventory,all_gospels,Matt 25:17,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_18,verse_inventory,all_gospels,Matt 25:18,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_19,verse_inventory,all_gospels,Matt 25:19,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_20,verse_inventory,all_gospels,Matt 25:20,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_21,verse_inventory,all_gospels,Matt 25:21,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_22,verse_inventory,all_gospels,Matt 25:22,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_27,verse_inventory,all_gospels,Matt 25:27,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_29,verse_inventory,all_gospels,Matt 25:29,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_31,verse_inventory,all_gospels,Matt 25:31,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_32,verse_inventory,all_gospels,Matt 25:32,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_39,verse_inventory,all_gospels,Matt 25:39,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_41,verse_inventory,all_gospels,Matt 25:41,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_25_42,verse_inventory,all_gospels,Matt 25:42,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_3,verse_inventory,all_gospels,Matt 26:3,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_7,verse_inventory,all_gospels,Matt 26:7,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_8,verse_inventory,all_gospels,Matt 26:8,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_9,verse_inventory,all_gospels,Matt 26:9,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_17,verse_inventory,all_gospels,Matt 26:17,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_20,verse_inventory,all_gospels,Matt 26:20,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_22,verse_inventory,all_gospels,Matt 26:22,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_23,verse_inventory,all_gospels,Matt 26:23,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_26,verse_inventory,all_gospels,Matt 26:26,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_27,verse_inventory,all_gospels,Matt 26:27,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_28,verse_inventory,all_gospels,Matt 26:28,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_29,verse_inventory,all_gospels,Matt 26:29,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_31,verse_inventory,all_gospels,Matt 26:31,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_33,verse_inventory,all_gospels,Matt 26:33,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_35,verse_inventory,all_gospels,Matt 26:35,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_36,verse_inventory,all_gospels,Matt 26:36,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_38,verse_inventory,all_gospels,Matt 26:38,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_39,verse_inventory,all_gospels,Matt 26:39,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_42,verse_inventory,all_gospels,Matt 26:42,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_43,verse_inventory,all_gospels,Matt 26:43,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_44,verse_inventory,all_gospels,Matt 26:44,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_45,verse_inventory,all_gospels,Matt 26:45,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_50,verse_inventory,all_gospels,Matt 26:50,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_52,verse_inventory,all_gospels,Matt 26:52,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_53,verse_inventory,all_gospels,Matt 26:53,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_55,verse_inventory,all_gospels,Matt 26:55,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_59,verse_inventory,all_gospels,Matt 26:59,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_60,verse_inventory,all_gospels,Matt 26:60,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_61,verse_inventory,all_gospels,Matt 26:61,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_63,verse_inventory,all_gospels,Matt 26:63,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_65,verse_inventory,all_gospels,Matt 26:65,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_69,verse_inventory,all_gospels,Matt 26:69,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_70,verse_inventory,all_gospels,Matt 26:70,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_71,verse_inventory,all_gospels,Matt 26:71,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_74,verse_inventory,all_gospels,Matt 26:74,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_26_75,verse_inventory,all_gospels,Matt 26:75,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_2,verse_inventory,all_gospels,Matt 27:2,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_3,verse_inventory,all_gospels,Matt 27:3,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_4,verse_inventory,all_gospels,Matt 27:4,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_5,verse_inventory,all_gospels,Matt 27:5,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_11,verse_inventory,all_gospels,Matt 27:11,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_12,verse_inventory,all_gospels,Matt 27:12,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_16,verse_inventory,all_gospels,Matt 27:16,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_17,verse_inventory,all_gospels,Matt 27:17,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_21,verse_inventory,all_gospels,Matt 27:21,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_22,verse_inventory,all_gospels,Matt 27:22,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_23,verse_inventory,all_gospels,Matt 27:23,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_24,verse_inventory,all_gospels,Matt 27:24,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_28,verse_inventory,all_gospels,Matt 27:28,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_29,verse_inventory,all_gospels,Matt 27:29,,6.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_33,verse_inventory,all_gospels,Matt 27:33,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_34,verse_inventory,all_gospels,Matt 27:34,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_40,verse_inventory,all_gospels,Matt 27:40,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_41,verse_inventory,all_gospels,Matt 27:41,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_42,verse_inventory,all_gospels,Matt 27:42,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_43,verse_inventory,all_gospels,Matt 27:43,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_44,verse_inventory,all_gospels,Matt 27:44,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_46,verse_inventory,all_gospels,Matt 27:46,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_47,verse_inventory,all_gospels,Matt 27:47,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_49,verse_inventory,all_gospels,Matt 27:49,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_51,verse_inventory,all_gospels,Matt 27:51,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_52,verse_inventory,all_gospels,Matt 27:52,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_54,verse_inventory,all_gospels,Matt 27:54,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_56,verse_inventory,all_gospels,Matt 27:56,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_57,verse_inventory,all_gospels,Matt 27:57,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_58,verse_inventory,all_gospels,Matt 27:58,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_59,verse_inventory,all_gospels,Matt 27:59,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_61,verse_inventory,all_gospels,Matt 27:61,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_64,verse_inventory,all_gospels,Matt 27:64,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_27_65,verse_inventory,all_gospels,Matt 27:65,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_1,verse_inventory,all_gospels,Matt 28:1,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_2,verse_inventory,all_gospels,Matt 28:2,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_3,verse_inventory,all_gospels,Matt 28:3,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_4,verse_inventory,all_gospels,Matt 28:4,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_6,verse_inventory,all_gospels,Matt 28:6,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_8,verse_inventory,all_gospels,Matt 28:8,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_9,verse_inventory,all_gospels,Matt 28:9,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_14,verse_inventory,all_gospels,Matt 28:14,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_15,verse_inventory,all_gospels,Matt 28:15,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_17,verse_inventory,all_gospels,Matt 28:17,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_18,verse_inventory,all_gospels,Matt 28:18,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_19,verse_inventory,all_gospels,Matt 28:19,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Matt_28_20,verse_inventory,all_gospels,Matt 28:20,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Mark_1_1,verse_inventory,all_gospels,Mark 1:1,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Mark_1_2,verse_inventory,all_gospels,Mark 1:2,,5.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
