model_id,direction_id,pair,unit_id,source_range,target_range,obligation_type,required_explanation,contrary_evidence,response_model,basis
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_20,Mark 11:21–Mark 12:10,Matt 21:20–Matt 21:42,pericope_direction_requirement,"Matthew span is longer (453 tokens vs 370); this requires expansion, insertion, or fuller retelling.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_20,Mark 11:21–Mark 12:10,Matt 21:20–Matt 21:42,pericope_direction_requirement,"Matthew span is longer (453 tokens vs 370); this requires expansion, insertion, or fuller retelling.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_20,Mark 11:21–Mark 12:10,Matt 21:20–Matt 21:42,pericope_direction_requirement,"Matthew span is longer (453 tokens vs 370); this requires expansion, insertion, or fuller retelling.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_20,Mark 11:21–Mark 12:10,Matt 21:20–Matt 21:42,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (6 vs Mark 5), which fits added material or redistribution into the Matthean span.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_20,Mark 11:21–Mark 12:10,Matt 21:20–Matt 21:42,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (6 vs Mark 5), which fits added material or redistribution into the Matthean span.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_20,Mark 11:21–Mark 12:10,Matt 21:20–Matt 21:42,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (6 vs Mark 5), which fits added material or redistribution into the Matthean span.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_20,Mark 11:21–Mark 12:10,Matt 21:20–Matt 21:42,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (6 vs Mark 5), which fits added material or redistribution into the Matthean span.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_20,Mark 11:21–Mark 12:10,Matt 21:20–Matt 21:42,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (6 vs Mark 5), which fits added material or redistribution into the Matthean span.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_20,Mark 11:21–Mark 12:10,Matt 21:20–Matt 21:42,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (6 vs Mark 5), which fits added material or redistribution into the Matthean span.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
griesbach_two_gospel,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_20,Matt 21:20–Matt 21:42,Mark 11:21–Mark 12:10,pericope_direction_requirement,"Mark span is shorter (370 vs 453); this requires abbreviation, omission, or condensation.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
augustinian_matthew_mark_luke,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_20,Matt 21:20–Matt 21:42,Mark 11:21–Mark 12:10,pericope_direction_requirement,"Mark span is shorter (370 vs 453); this requires abbreviation, omission, or condensation.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
griesbach_two_gospel,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_20,Matt 21:20–Matt 21:42,Mark 11:21–Mark 12:10,pericope_direction_requirement,"Within the span Mark lacks 1 relative Matthean verses, which requires omission or stronger compression.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
augustinian_matthew_mark_luke,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_20,Matt 21:20–Matt 21:42,Mark 11:21–Mark 12:10,pericope_direction_requirement,"Within the span Mark lacks 1 relative Matthean verses, which requires omission or stronger compression.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,"Matthew span is shorter (423 vs 493); this requires abbreviation, omission, or simplification.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,"Matthew span is shorter (423 vs 493); this requires abbreviation, omission, or simplification.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,"Matthew span is shorter (423 vs 493); this requires abbreviation, omission, or simplification.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,"Matthew span is shorter (423 vs 493); this requires abbreviation, omission, or simplification.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,"Matthew span is shorter (423 vs 493); this requires abbreviation, omission, or simplification.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,"Matthew span is shorter (423 vs 493); this requires abbreviation, omission, or simplification.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (11 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (11 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (11 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (11 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (11 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (11 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,Mark has more scriptural markers in-span (1 vs 0); Mark→Matthew would require their reduction.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,Mark has more scriptural markers in-span (1 vs 0); Mark→Matthew would require their reduction.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,Mark has more scriptural markers in-span (1 vs 0); Mark→Matthew would require their reduction.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,Mark has more scriptural markers in-span (1 vs 0); Mark→Matthew would require their reduction.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,Mark has more scriptural markers in-span (1 vs 0); Mark→Matthew would require their reduction.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,Mark has more scriptural markers in-span (1 vs 0); Mark→Matthew would require their reduction.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 18 verses (Matt 21:43–Matt 22:14) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 18 verses (Matt 21:43–Matt 22:14) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 18 verses (Matt 21:43–Matt 22:14) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 18 verses (Matt 21:43–Matt 22:14) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 18 verses (Matt 21:43–Matt 22:14) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 18 verses (Matt 21:43–Matt 22:14) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
griesbach_two_gospel,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_21,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,pericope_direction_requirement,"Mark span is longer (493 vs 423); this requires expansion, vividization, or added detail.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
augustinian_matthew_mark_luke,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_21,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,pericope_direction_requirement,"Mark span is longer (493 vs 423); this requires expansion, vividization, or added detail.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
griesbach_two_gospel,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_21,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,pericope_direction_requirement,"Within the span Mark lacks 6 relative Matthean verses, which requires omission or stronger compression.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
augustinian_matthew_mark_luke,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_21,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,pericope_direction_requirement,"Within the span Mark lacks 6 relative Matthean verses, which requires omission or stronger compression.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
griesbach_two_gospel,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_21,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,pericope_direction_requirement,Matthew→Mark would require added explicit citation markers (0→1).,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
augustinian_matthew_mark_luke,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_21,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,pericope_direction_requirement,Matthew→Mark would require added explicit citation markers (0→1).,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
griesbach_two_gospel,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_21,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,pericope_direction_requirement,Before this block Mark lacks a Matthean interval of 18 verses (Matt 21:43–Matt 22:14); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
augustinian_matthew_mark_luke,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_21,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,pericope_direction_requirement,Before this block Mark lacks a Matthean interval of 18 verses (Matt 21:43–Matt 22:14); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Span lengths are close (539 vs 585); neither direction is decided by block length alone.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Span lengths are close (539 vs 585); neither direction is decided by block length alone.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Span lengths are close (539 vs 585); neither direction is decided by block length alone.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Span lengths are close (539 vs 585); neither direction is decided by block length alone.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Span lengths are close (539 vs 585); neither direction is decided by block length alone.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Span lengths are close (539 vs 585); neither direction is decided by block length alone.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (9 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (9 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (9 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (9 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (9 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (9 vs Mark 5), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Matthew has more tempo markers (1 vs 0); Mark→Matthew implies added pacing markers.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Matthew has more tempo markers (1 vs 0); Mark→Matthew implies added pacing markers.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Matthew has more tempo markers (1 vs 0); Mark→Matthew implies added pacing markers.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Matthew has more tempo markers (1 vs 0); Mark→Matthew implies added pacing markers.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Matthew has more tempo markers (1 vs 0); Mark→Matthew implies added pacing markers.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Matthew has more tempo markers (1 vs 0); Mark→Matthew implies added pacing markers.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 39 verses (Matt 22:46–Matt 23:39) compared with 7 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
