book,idx,ref,short_verse,citation_formula,bracketed_text,text_critical_empty_after_default,cheap_shared,variant_note_count,token_count_default,token_count_full,text_norm_default
Matt,102,Matt 5:13,False,False,False,False,False,0,26,26,υμεισ εστε το αλασ τησ γησ εαν δε το αλασ μωρανθη εν τινι αλισθησεται εισ ουδεν ισχυει ετι ει μη βληθεν εξω καταπατεισθαι υπο των ανθρωπων
Matt,103,Matt 5:14,False,False,False,False,False,0,13,13,υμεισ εστε το φωσ του κοσμου ου δυναται πολισ κρυβηναι επανω ορουσ κειμενη
Matt,104,Matt 5:15,False,False,False,False,False,0,20,20,ουδε καιουσιν λυχνον και τιθεασιν αυτον υπο τον μοδιον αλλ επι την λυχνιαν και λαμπει πασιν τοισ εν τη οικια
Matt,105,Matt 5:16,False,False,False,False,False,0,23,23,ουτωσ λαμψατω το φωσ υμων εμπροσθεν των ανθρωπων οπωσ ιδωσιν υμων τα καλα εργα και δοξασωσιν τον πατερα υμων τον εν τοισ ουρανοισ
Matt,106,Matt 5:17,False,False,False,False,False,0,15,15,μη νομισητε οτι ηλθον καταλυσαι τον νομον η τουσ προφητασ ουκ ηλθον καταλυσαι αλλα πληρωσαι
Matt,107,Matt 5:18,False,False,False,False,False,0,27,27,αμην γαρ λεγω υμιν εωσ αν παρελθη ο ουρανοσ και η γη ιωτα εν η μια κεραια ου μη παρελθη απο του νομου εωσ αν παντα γενηται
Matt,108,Matt 5:19,False,False,False,False,False,0,36,36,οσ εαν ουν λυση μιαν των εντολων τουτων των ελαχιστων και διδαξη ουτωσ τουσ ανθρωπουσ ελαχιστοσ κληθησεται εν τη βασιλεια των ουρανων οσ δ αν ποιηση και διδαξη ουτοσ μεγασ κληθησεται εν τη βασιλεια των ουρανων
Matt,109,Matt 5:20,False,False,False,False,False,0,23,23,λεγω γαρ υμιν οτι εαν μη περισσευση υμων η δικαιοσυνη πλειον των γραμματεων και φαρισαιων ου μη εισελθητε εισ την βασιλειαν των ουρανων
Matt,110,Matt 5:21,False,False,False,False,False,0,15,15,ηκουσατε οτι ερρεθη τοισ αρχαιοισ ου φονευσεισ οσ δ αν φονευση ενοχοσ εσται τη κρισει
Matt,111,Matt 5:22,False,False,False,False,False,0,39,39,εγω δε λεγω υμιν οτι πασ ο οργιζομενοσ τω αδελφω αυτου ενοχοσ εσται τη κρισει οσ δ αν ειπη τω αδελφω αυτου ρακα ενοχοσ εσται τω συνεδριω οσ δ αν ειπη μωρε ενοχοσ εσται εισ την γεενναν του πυροσ
Matt,112,Matt 5:23,False,False,False,False,False,0,19,19,εαν ουν προσφερησ το δωρον σου επι το θυσιαστηριον κακει μνησθησ οτι ο αδελφοσ σου εχει τι κατα σου
Matt,113,Matt 5:24,False,False,False,False,False,0,22,22,αφεσ εκει το δωρον σου εμπροσθεν του θυσιαστηριου και υπαγε πρωτον διαλλαγηθι τω αδελφω σου και τοτε ελθων προσφερε το δωρον σου
Matt,114,Matt 5:25,False,False,False,False,False,0,30,30,ισθι ευνοων τω αντιδικω σου ταχυ εωσ οτου ει μετ αυτου εν τη οδω μηποτε σε παραδω ο αντιδικοσ τω κριτη και ο κριτησ τω υπηρετη και εισ φυλακην βληθηση
Matt,115,Matt 5:26,False,False,False,False,False,0,13,13,αμην λεγω σοι ου μη εξελθησ εκειθεν εωσ αν αποδωσ τον εσχατον κοδραντην
Matt,116,Matt 5:27,False,False,False,False,False,0,5,5,ηκουσατε οτι ερρεθη ου μοιχευσεισ
Matt,117,Matt 5:28,False,False,False,False,False,0,20,20,εγω δε λεγω υμιν οτι πασ ο βλεπων γυναικα προσ το επιθυμησαι αυτην ηδη εμοιχευσεν αυτην εν τη καρδια αυτου
Matt,118,Matt 5:29,False,False,False,False,False,0,33,33,ει δε ο οφθαλμοσ σου ο δεξιοσ σκανδαλιζει σε εξελε αυτον και βαλε απο σου συμφερει γαρ σοι ινα αποληται εν των μελων σου και μη ολον το σωμα σου βληθη εισ γεενναν
Matt,119,Matt 5:30,False,False,False,False,False,0,32,32,και ει η δεξια σου χειρ σκανδαλιζει σε εκκοψον αυτην και βαλε απο σου συμφερει γαρ σοι ινα αποληται εν των μελων σου και μη ολον το σωμα σου εισ γεενναν απελθη
Matt,120,Matt 5:31,False,False,False,False,False,0,11,11,ερρεθη δε οσ αν απολυση την γυναικα αυτου δοτω αυτη αποστασιον
Matt,121,Matt 5:32,False,False,False,False,False,0,23,23,εγω δε λεγω υμιν οτι πασ ο απολυων την γυναικα αυτου παρεκτοσ λογου πορνειασ ποιει αυτην μοιχευθηναι και οσ εαν απολελυμενην γαμηση μοιχαται
Matt,122,Matt 5:33,False,False,False,False,False,0,15,15,παλιν ηκουσατε οτι ερρεθη τοισ αρχαιοισ ουκ επιορκησεισ αποδωσεισ δε τω κυριω τουσ ορκουσ σου
Matt,123,Matt 5:34,False,False,False,False,False,0,16,16,εγω δε λεγω υμιν μη ομοσαι ολωσ μητε εν τω ουρανω οτι θρονοσ εστιν του θεου
Matt,124,Matt 5:35,False,False,False,False,False,0,19,19,μητε εν τη γη οτι υποποδιον εστιν των ποδων αυτου μητε εισ ιεροσολυμα οτι πολισ εστιν του μεγαλου βασιλεωσ
Matt,125,Matt 5:36,False,False,False,False,False,0,15,15,μητε εν τη κεφαλη σου ομοσησ οτι ου δυνασαι μιαν τριχα λευκην ποιησαι η μελαιναν
Matt,126,Matt 5:37,False,False,False,False,False,0,17,17,εστω δε ο λογοσ υμων ναι ναι ου ου το δε περισσον τουτων εκ του πονηρου εστιν
Matt,127,Matt 5:38,False,False,False,False,False,0,10,10,ηκουσατε οτι ερρεθη οφθαλμον αντι οφθαλμου και οδοντα αντι οδοντοσ
Matt,128,Matt 5:39,False,False,False,False,False,0,21,21,εγω δε λεγω υμιν μη αντιστηναι τω πονηρω αλλ οστισ σε ραπιζει εισ την δεξιαν σιαγονα στρεψον αυτω και την αλλην
Matt,129,Matt 5:40,False,False,False,False,False,0,15,15,και τω θελοντι σοι κριθηναι και τον χιτωνα σου λαβειν αφεσ αυτω και το ιματιον
Matt,130,Matt 5:41,False,False,False,False,False,0,10,10,και οστισ σε αγγαρευσει μιλιον εν υπαγε μετ αυτου δυο
Matt,131,Matt 5:42,False,False,False,False,False,0,12,12,τω αιτουντι σε δοσ και τον θελοντα απο σου δανισασθαι μη αποστραφησ
Matt,132,Matt 5:43,False,False,False,False,False,0,12,12,ηκουσατε οτι ερρεθη αγαπησεισ τον πλησιον σου και μισησεισ τον εχθρον σου
Matt,133,Matt 5:44,False,False,False,False,False,0,14,14,εγω δε λεγω υμιν αγαπατε τουσ εχθρουσ υμων και προσευχεσθε υπερ των διωκοντων υμασ
Matt,134,Matt 5:45,False,False,False,False,False,0,24,24,οπωσ γενησθε υιοι του πατροσ υμων του εν ουρανοισ οτι τον ηλιον αυτου ανατελλει επι πονηρουσ και αγαθουσ και βρεχει επι δικαιουσ και αδικουσ
Matt,135,Matt 5:46,False,False,False,False,False,0,16,16,εαν γαρ αγαπησητε τουσ αγαπωντασ υμασ τινα μισθον εχετε ουχι και οι τελωναι το αυτο ποιουσιν
Matt,136,Matt 5:47,False,False,False,False,False,0,17,17,και εαν ασπασησθε τουσ αδελφουσ υμων μονον τι περισσον ποιειτε ουχι και οι εθνικοι το αυτο ποιουσιν
Matt,137,Matt 5:48,False,False,False,False,False,0,12,12,εσεσθε ουν υμεισ τελειοι ωσ ο πατηρ υμων ο ουρανιοσ τελειοσ εστιν
Matt,138,Matt 6:1,False,False,False,False,False,0,29,29,προσεχετε δε την δικαιοσυνην υμων μη ποιειν εμπροσθεν των ανθρωπων προσ το θεαθηναι αυτοισ ει δε μη γε μισθον ουκ εχετε παρα τω πατρι υμων τω εν τοισ ουρανοισ
Matt,139,Matt 6:2,False,False,False,False,False,0,31,31,οταν ουν ποιησ ελεημοσυνην μη σαλπισησ εμπροσθεν σου ωσπερ οι υποκριται ποιουσιν εν ταισ συναγωγαισ και εν ταισ ρυμαισ οπωσ δοξασθωσιν υπο των ανθρωπων αμην λεγω υμιν απεχουσιν τον μισθον αυτων
Matt,140,Matt 6:3,False,False,False,False,False,0,14,14,σου δε ποιουντοσ ελεημοσυνην μη γνωτω η αριστερα σου τι ποιει η δεξια σου
Matt,141,Matt 6:4,False,False,False,False,False,0,19,19,οπωσ η σου η ελεημοσυνη εν τω κρυπτω και ο πατηρ σου ο βλεπων εν τω κρυπτω αποδωσει σοι
Matt,142,Matt 6:5,False,False,False,False,False,0,32,32,και οταν προσευχησθε ουκ εσεσθε ωσ οι υποκριται οτι φιλουσιν εν ταισ συναγωγαισ και εν ταισ γωνιαισ των πλατειων εστωτεσ προσευχεσθαι οπωσ φανωσιν τοισ ανθρωποισ αμην λεγω υμιν απεχουσι τον μισθον αυτων
Matt,143,Matt 6:6,False,False,False,False,False,0,33,33,συ δε οταν προσευχη εισελθε εισ το ταμειον σου και κλεισασ την θυραν σου προσευξαι τω πατρι σου τω εν τω κρυπτω και ο πατηρ σου ο βλεπων εν τω κρυπτω αποδωσει σοι
Matt,144,Matt 6:7,False,False,False,False,False,0,15,15,προσευχομενοι δε μη βατταλογησητε ωσπερ οι εθνικοι δοκουσιν γαρ οτι εν τη πολυλογια αυτων εισακουσθησονται
Matt,145,Matt 6:8,False,False,False,False,False,0,17,17,μη ουν ομοιωθητε αυτοισ οιδεν γαρ ο πατηρ υμων ων χρειαν εχετε προ του υμασ αιτησαι αυτον
Matt,146,Matt 6:9,False,False,False,False,False,0,14,14,ουτωσ ουν προσευχεσθε υμεισ πατερ ημων ο εν τοισ ουρανοισ αγιασθητω το ονομα σου
Matt,147,Matt 6:10,False,False,False,False,False,0,14,14,ελθετω η βασιλεια σου γενηθητω το θελημα σου ωσ εν ουρανω και επι γησ
Matt,148,Matt 6:11,False,False,False,False,False,0,8,8,τον αρτον ημων τον επιουσιον δοσ ημιν σημερον
Matt,149,Matt 6:12,False,False,False,False,False,0,13,13,και αφεσ ημιν τα οφειληματα ημων ωσ και ημεισ αφηκαμεν τοισ οφειλεταισ ημων
Matt,150,Matt 6:13,False,False,False,False,False,0,12,12,και μη εισενεγκησ ημασ εισ πειρασμον αλλα ρυσαι ημασ απο του πονηρου
Matt,151,Matt 6:14,False,False,False,False,False,0,16,16,εαν γαρ αφητε τοισ ανθρωποισ τα παραπτωματα αυτων αφησει και υμιν ο πατηρ υμων ο ουρανιοσ
Matt,152,Matt 6:15,False,False,False,False,False,0,14,14,εαν δε μη αφητε τοισ ανθρωποισ ουδε ο πατηρ υμων αφησει τα παραπτωματα υμων
Matt,153,Matt 6:16,False,False,False,False,False,0,26,26,οταν δε νηστευητε μη γινεσθε ωσ οι υποκριται σκυθρωποι αφανιζουσιν γαρ τα προσωπα αυτων οπωσ φανωσιν τοισ ανθρωποισ νηστευοντεσ αμην λεγω υμιν απεχουσιν τον μισθον αυτων
Matt,154,Matt 6:17,False,False,False,False,False,0,12,12,συ δε νηστευων αλειψαι σου την κεφαλην και το προσωπον σου νιψαι
Matt,155,Matt 6:18,False,False,False,False,False,0,25,25,οπωσ μη φανησ τοισ ανθρωποισ νηστευων αλλα τω πατρι σου τω εν τω κρυφαιω και ο πατηρ σου ο βλεπων εν τω κρυφαιω αποδωσει σοι
Matt,156,Matt 6:19,False,False,False,False,False,0,18,18,μη θησαυριζετε υμιν θησαυρουσ επι τησ γησ οπου σησ και βρωσισ αφανιζει και οπου κλεπται διορυσσουσιν και κλεπτουσιν
Matt,157,Matt 6:20,False,False,False,False,False,0,19,19,θησαυριζετε δε υμιν θησαυρουσ εν ουρανω οπου ουτε σησ ουτε βρωσισ αφανιζει και οπου κλεπται ου διορυσσουσιν ουδε κλεπτουσιν
Matt,158,Matt 6:21,False,False,False,False,False,0,12,12,οπου γαρ εστιν ο θησαυροσ σου εκει εσται και η καρδια σου
Matt,159,Matt 6:22,False,False,False,False,False,0,20,20,ο λυχνοσ του σωματοσ εστιν ο οφθαλμοσ εαν ουν η ο οφθαλμοσ σου απλουσ ολον το σωμα σου φωτεινον εσται
Matt,160,Matt 6:23,False,False,False,False,False,0,25,25,εαν δε ο οφθαλμοσ σου πονηροσ η ολον το σωμα σου σκοτεινον εσται ει ουν το φωσ το εν σοι σκοτοσ εστιν το σκοτοσ ποσον
Matt,161,Matt 6:24,False,False,False,False,False,0,27,27,ουδεισ δυναται δυσι κυριοισ δουλευειν η γαρ τον ενα μισησει και τον ετερον αγαπησει η ενοσ ανθεξεται και του ετερου καταφρονησει ου δυνασθε θεω δουλευειν και μαμωνα
Matt,162,Matt 6:25,False,False,False,False,False,0,29,29,δια τουτο λεγω υμιν μη μεριμνατε τη ψυχη υμων τι φαγητε μηδε τω σωματι υμων τι ενδυσησθε ουχι η ψυχη πλειον εστι τησ τροφησ και το σωμα του ενδυματοσ
Matt,163,Matt 6:26,False,False,False,False,False,0,28,28,εμβλεψατε εισ τα πετεινα του ουρανου οτι ου σπειρουσιν ουδε θεριζουσιν ουδε συναγουσιν εισ αποθηκασ και ο πατηρ υμων ο ουρανιοσ τρεφει αυτα ουχ υμεισ μαλλον διαφερετε αυτων
Matt,164,Matt 6:27,False,False,False,False,False,0,13,13,τισ δε εξ υμων μεριμνων δυναται προσθειναι επι την ηλικιαν αυτου πηχυν ενα
Matt,165,Matt 6:28,False,False,False,False,False,0,16,16,και περι ενδυματοσ τι μεριμνατε καταμαθετε τα κρινα του αγρου πωσ αυξανουσιν ου κοπιωσιν ουδε νηθουσιν
Matt,166,Matt 6:29,False,False,False,False,False,0,15,15,λεγω δε υμιν οτι ουδε σολομων εν παση τη δοξη αυτου περιεβαλετο ωσ εν τουτων
Matt,167,Matt 6:30,False,False,False,False,False,0,22,22,ει δε τον χορτον του αγρου σημερον οντα και αυριον εισ κλιβανον βαλλομενον ο θεοσ ουτωσ αμφιεννυσιν ου πολλω μαλλον υμασ ολιγοπιστοι
Matt,168,Matt 6:31,False,False,False,False,False,0,12,12,μη ουν μεριμνησητε λεγοντεσ τι φαγωμεν η τι πιωμεν η τι περιβαλωμεθα
Matt,169,Matt 6:32,False,False,False,False,False,0,17,17,παντα γαρ ταυτα τα εθνη επιζητουσιν οιδεν γαρ ο πατηρ υμων ο ουρανιοσ οτι χρηζετε τουτων απαντων
Matt,170,Matt 6:33,False,False,False,False,False,0,14,14,ζητειτε δε πρωτον την βασιλειαν και την δικαιοσυνην αυτου και ταυτα παντα προστεθησεται υμιν
Matt,171,Matt 6:34,False,False,False,False,False,0,17,17,μη ουν μεριμνησητε εισ την αυριον η γαρ αυριον μεριμνησει αυτησ αρκετον τη ημερα η κακια αυτησ
Matt,172,Matt 7:1,False,False,False,False,False,0,5,5,μη κρινετε ινα μη κριθητε
Matt,173,Matt 7:2,False,False,False,False,False,0,13,13,εν ω γαρ κριματι κρινετε κριθησεσθε και εν ω μετρω μετρειτε μετρηθησεται υμιν
Matt,174,Matt 7:3,False,False,False,False,False,0,21,21,τι δε βλεπεισ το καρφοσ το εν τω οφθαλμω του αδελφου σου την δε εν τω σω οφθαλμω δοκον ου κατανοεισ
Matt,175,Matt 7:4,False,False,False,False,False,0,22,22,η πωσ ερεισ τω αδελφω σου αφεσ εκβαλω το καρφοσ εκ του οφθαλμου σου και ιδου η δοκοσ εν τω οφθαλμω σου
Matt,176,Matt 7:5,False,False,False,False,False,0,21,21,υποκριτα εκβαλε πρωτον εκ του οφθαλμου σου την δοκον και τοτε διαβλεψεισ εκβαλειν το καρφοσ εκ του οφθαλμου του αδελφου σου
Matt,177,Matt 7:6,False,False,False,False,False,0,25,25,μη δωτε το αγιον τοισ κυσιν μηδε βαλητε τουσ μαργαριτασ υμων εμπροσθεν των χοιρων μηποτε καταπατησουσιν αυτουσ εν τοισ ποσιν αυτων και στραφεντεσ ρηξωσιν υμασ
Matt,178,Matt 7:7,False,False,False,False,False,0,11,11,αιτειτε και δοθησεται υμιν ζητειτε και ευρησετε κρουετε και ανοιγησεται υμιν
Matt,179,Matt 7:8,False,False,False,False,False,0,13,13,πασ γαρ ο αιτων λαμβανει και ο ζητων ευρισκει και τω κρουοντι ανοιγησεται
Matt,180,Matt 7:9,False,False,False,False,False,0,16,16,η τισ εστιν εξ υμων ανθρωποσ ον αιτησει ο υιοσ αυτου αρτον μη λιθον επιδωσει αυτω
Matt,181,Matt 7:10,False,False,False,False,False,0,8,8,η και ιχθυν αιτησει μη οφιν επιδωσει αυτω
Matt,182,Matt 7:11,False,False,False,False,False,0,26,26,ει ουν υμεισ πονηροι οντεσ οιδατε δοματα αγαθα διδοναι τοισ τεκνοισ υμων ποσω μαλλον ο πατηρ υμων ο εν τοισ ουρανοισ δωσει αγαθα τοισ αιτουσιν αυτον
Matt,183,Matt 7:12,False,False,False,False,False,0,23,23,παντα ουν οσα εαν θελητε ινα ποιωσιν υμιν οι ανθρωποι ουτωσ και υμεισ ποιειτε αυτοισ ουτοσ γαρ εστιν ο νομοσ και οι προφηται
Matt,184,Matt 7:13,False,False,False,False,False,0,25,25,εισελθατε δια τησ στενησ πυλησ οτι πλατεια η πυλη και ευρυχωροσ η οδοσ η απαγουσα εισ την απωλειαν και πολλοι εισιν οι εισερχομενοι δι αυτησ
Matt,185,Matt 7:14,False,False,False,False,False,0,19,19,οτι στενη η πυλη και τεθλιμμενη η οδοσ η απαγουσα εισ την ζωην και ολιγοι εισιν οι ευρισκοντεσ αυτην
Matt,186,Matt 7:15,False,False,False,False,False,0,16,16,προσεχετε απο των ψευδοπροφητων οιτινεσ ερχονται προσ υμασ εν ενδυμασι προβατων εσωθεν δε εισιν λυκοι αρπαγεσ
Matt,187,Matt 7:16,False,False,False,False,False,0,15,15,απο των καρπων αυτων επιγνωσεσθε αυτουσ μητι συλλεγουσιν απο ακανθων σταφυλασ η απο τριβολων συκα
Matt,188,Matt 7:17,False,False,False,False,False,0,14,14,ουτωσ παν δενδρον αγαθον καρπουσ καλουσ ποιει το δε σαπρον δενδρον καρπουσ πονηρουσ ποιει
Matt,189,Matt 7:18,False,False,False,False,False,0,13,13,ου δυναται δενδρον αγαθον καρπουσ πονηρουσ ποιειν ουδε δενδρον σαπρον καρπουσ καλουσ ποιειν
Matt,190,Matt 7:19,False,False,False,False,False,0,11,11,παν δενδρον μη ποιουν καρπον καλον εκκοπτεται και εισ πυρ βαλλεται
Matt,191,Matt 7:20,False,False,False,False,False,0,8,8,αρα γε απο των καρπων αυτων επιγνωσεσθε αυτουσ
Matt,192,Matt 7:21,False,False,False,False,False,0,25,25,ου πασ ο λεγων μοι κυριε κυριε εισελευσεται εισ την βασιλειαν των ουρανων αλλ ο ποιων το θελημα του πατροσ μου του εν τοισ ουρανοισ
Matt,193,Matt 7:22,False,False,False,False,False,0,27,27,πολλοι ερουσιν μοι εν εκεινη τη ημερα κυριε κυριε ου τω σω ονοματι επροφητευσαμεν και τω σω ονοματι δαιμονια εξεβαλομεν και τω σω ονοματι δυναμεισ πολλασ εποιησαμεν
Matt,194,Matt 7:23,False,False,False,False,False,0,15,15,και τοτε ομολογησω αυτοισ οτι ουδεποτε εγνων υμασ αποχωρειτε απ εμου οι εργαζομενοι την ανομιαν
Matt,195,Matt 7:24,False,False,False,False,False,0,22,22,πασ ουν οστισ ακουει μου τουσ λογουσ τουτουσ και ποιει αυτουσ ομοιωθησεται ανδρι φρονιμω οστισ ωκοδομησεν αυτου την οικιαν επι την πετραν
Matt,196,Matt 7:25,False,False,False,False,False,0,25,25,και κατεβη η βροχη και ηλθον οι ποταμοι και επνευσαν οι ανεμοι και προσεπεσαν τη οικια εκεινη και ουκ επεσεν τεθεμελιωτο γαρ επι την πετραν
Matt,197,Matt 7:26,False,False,False,False,False,0,23,23,και πασ ο ακουων μου τουσ λογουσ τουτουσ και μη ποιων αυτουσ ομοιωθησεται ανδρι μωρω οστισ ωκοδομησεν αυτου την οικιαν επι την αμμον
Matt,198,Matt 7:27,False,False,False,False,False,0,25,25,και κατεβη η βροχη και ηλθον οι ποταμοι και επνευσαν οι ανεμοι και προσεκοψαν τη οικια εκεινη και επεσεν και ην η πτωσισ αυτησ μεγαλη
Matt,199,Matt 7:28,False,False,False,False,False,0,16,16,και εγενετο οτε ετελεσεν ο ιησουσ τουσ λογουσ τουτουσ εξεπλησσοντο οι οχλοι επι τη διδαχη αυτου
Matt,200,Matt 7:29,False,False,False,False,False,0,13,13,ην γαρ διδασκων αυτουσ ωσ εξουσιαν εχων και ουχ ωσ οι γραμματεισ αυτων
Matt,201,Matt 8:1,False,False,False,False,False,0,10,10,καταβαντοσ δε αυτου απο του ορουσ ηκολουθησαν αυτω οχλοι πολλοι
Matt,202,Matt 8:2,False,False,False,False,False,0,13,13,και ιδου λεπροσ προσελθων προσεκυνει αυτω λεγων κυριε εαν θελησ δυνασαι με καθαρισαι
Matt,203,Matt 8:3,False,False,False,False,False,0,15,15,και εκτεινασ την χειρα ηψατο αυτου λεγων θελω καθαρισθητι και ευθεωσ εκαθαρισθη αυτου η λεπρα
Matt,204,Matt 8:4,False,False,False,False,False,0,24,24,και λεγει αυτω ο ιησουσ ορα μηδενι ειπησ αλλα υπαγε σεαυτον δειξον τω ιερει και προσενεγκον το δωρον ο προσεταξεν μωυσησ εισ μαρτυριον αυτοισ
Matt,205,Matt 8:5,False,False,False,False,False,0,10,10,εισελθοντοσ δε αυτου εισ καφαρναουμ προσηλθεν αυτω εκατονταρχοσ παρακαλων αυτον
Matt,206,Matt 8:6,False,False,False,False,False,0,13,13,και λεγων κυριε ο παισ μου βεβληται εν τη οικια παραλυτικοσ δεινωσ βασανιζομενοσ
Matt,207,Matt 8:7,False,False,False,False,False,0,7,7,και λεγει αυτω εγω ελθων θεραπευσω αυτον
Matt,208,Matt 8:8,False,False,False,False,False,0,24,24,και αποκριθεισ ο εκατονταρχοσ εφη κυριε ουκ ειμι ικανοσ ινα μου υπο την στεγην εισελθησ αλλα μονον ειπε λογω και ιαθησεται ο παισ μου
Matt,209,Matt 8:9,False,False,False,False,False,0,30,30,και γαρ εγω ανθρωποσ ειμι υπο εξουσιαν εχων υπ εμαυτον στρατιωτασ και λεγω τουτω πορευθητι και πορευεται και αλλω ερχου και ερχεται και τω δουλω μου ποιησον τουτο και ποιει
Matt,210,Matt 8:10,False,False,False,False,False,0,20,20,ακουσασ δε ο ιησουσ εθαυμασεν και ειπεν τοισ ακολουθουσιν αμην λεγω υμιν παρ ουδενι τοσαυτην πιστιν εν τω ισραηλ ευρον
Matt,211,Matt 8:11,False,False,False,False,False,0,23,23,λεγω δε υμιν οτι πολλοι απο ανατολων και δυσμων ηξουσιν και ανακλιθησονται μετα αβρααμ και ισαακ και ιακωβ εν τη βασιλεια των ουρανων
Matt,212,Matt 8:12,False,False,False,False,False,0,20,20,οι δε υιοι τησ βασιλειασ εκβληθησονται εισ το σκοτοσ το εξωτερον εκει εσται ο κλαυθμοσ και ο βρυγμοσ των οδοντων
Matt,213,Matt 8:13,False,False,False,False,False,0,19,19,και ειπεν ο ιησουσ τω εκατονταρχη υπαγε ωσ επιστευσασ γενηθητω σοι και ιαθη ο παισ εν τη ωρα εκεινη
Matt,214,Matt 8:14,False,False,False,False,False,0,15,15,και ελθων ο ιησουσ εισ την οικιαν πετρου ειδεν την πενθεραν αυτου βεβλημενην και πυρεσσουσαν
Matt,215,Matt 8:15,False,False,False,False,False,0,15,15,και ηψατο τησ χειροσ αυτησ και αφηκεν αυτην ο πυρετοσ και ηγερθη και διηκονει αυτω
Matt,216,Matt 8:16,False,False,False,False,False,0,18,18,οψιασ δε γενομενησ προσηνεγκαν αυτω δαιμονιζομενουσ πολλουσ και εξεβαλεν τα πνευματα λογω και παντασ τουσ κακωσ εχοντασ εθεραπευσεν
Matt,217,Matt 8:17,False,True,False,False,True,0,18,18,οπωσ πληρωθη το ρηθεν δια ησαιου του προφητου λεγοντοσ αυτοσ τασ ασθενειασ ημων ελαβεν και τασ νοσουσ εβαστασεν
Matt,218,Matt 8:18,False,False,False,False,False,0,13,13,ιδων δε ο ιησουσ πολλουσ οχλουσ περι αυτον εκελευσεν απελθειν εισ το περαν
Matt,219,Matt 8:19,False,False,False,False,False,0,12,12,και προσελθων εισ γραμματευσ ειπεν αυτω διδασκαλε ακολουθησω σοι οπου εαν απερχη
Matt,220,Matt 8:20,False,False,False,False,False,0,26,26,και λεγει αυτω ο ιησουσ αι αλωπεκεσ φωλεουσ εχουσιν και τα πετεινα του ουρανου κατασκηνωσεισ ο δε υιοσ του ανθρωπου ουκ εχει που την κεφαλην κλινη
Matt,221,Matt 8:21,False,False,False,False,False,0,16,16,ετεροσ δε των μαθητων ειπεν αυτω κυριε επιτρεψον μοι πρωτον απελθειν και θαψαι τον πατερα μου
Matt,222,Matt 8:22,False,False,False,False,False,0,15,15,ο δε ιησουσ λεγει αυτω ακολουθει μοι και αφεσ τουσ νεκρουσ θαψαι τουσ εαυτων νεκρουσ
Matt,223,Matt 8:23,False,False,False,False,False,0,10,10,και εμβαντι αυτω εισ πλοιον ηκολουθησαν αυτω οι μαθηται αυτου
Matt,224,Matt 8:24,False,False,False,False,False,0,18,18,και ιδου σεισμοσ μεγασ εγενετο εν τη θαλασση ωστε το πλοιον καλυπτεσθαι υπο των κυματων αυτοσ δε εκαθευδεν
Matt,225,Matt 8:25,False,False,False,False,False,0,8,8,και προσελθοντεσ ηγειραν αυτον λεγοντεσ κυριε σωσον απολλυμεθα
Matt,226,Matt 8:26,False,False,False,False,False,0,19,19,και λεγει αυτοισ τι δειλοι εστε ολιγοπιστοι τοτε εγερθεισ επετιμησεν τοισ ανεμοισ και τη θαλασση και εγενετο γαληνη μεγαλη
Matt,227,Matt 8:27,False,False,False,False,False,0,17,17,οι δε ανθρωποι εθαυμασαν λεγοντεσ ποταποσ εστιν ουτοσ οτι και οι ανεμοι και η θαλασσα αυτω υπακουουσιν
Matt,228,Matt 8:28,False,False,False,False,False,0,30,30,και ελθοντοσ αυτου εισ το περαν εισ την χωραν των γαδαρηνων υπηντησαν αυτω δυο δαιμονιζομενοι εκ των μνημειων εξερχομενοι χαλεποι λιαν ωστε μη ισχυειν τινα παρελθειν δια τησ οδου εκεινησ
Matt,229,Matt 8:29,False,False,False,False,False,0,17,17,και ιδου εκραξαν λεγοντεσ τι ημιν και σοι υιε του θεου ηλθεσ ωδε προ καιρου βασανισαι ημασ
Matt,230,Matt 8:30,False,False,False,False,False,0,9,9,ην δε μακραν απ αυτων αγελη χοιρων πολλων βοσκομενη
Matt,231,Matt 8:31,False,False,False,False,False,0,16,16,οι δε δαιμονεσ παρεκαλουν αυτον λεγοντεσ ει εκβαλλεισ ημασ αποστειλον ημασ εισ την αγελην των χοιρων
Matt,232,Matt 8:32,False,False,False,False,False,0,28,28,και ειπεν αυτοισ υπαγετε οι δε εξελθοντεσ απηλθον εισ τουσ χοιρουσ και ιδου ωρμησεν πασα η αγελη κατα του κρημνου εισ την θαλασσαν και απεθανον εν τοισ υδασιν
Matt,233,Matt 8:33,False,False,False,False,False,0,15,15,οι δε βοσκοντεσ εφυγον και απελθοντεσ εισ την πολιν απηγγειλαν παντα και τα των δαιμονιζομενων
Matt,234,Matt 8:34,False,False,False,False,False,0,20,20,και ιδου πασα η πολισ εξηλθεν εισ υπαντησιν τω ιησου και ιδοντεσ αυτον παρεκαλεσαν οπωσ μεταβη απο των οριων αυτων
Matt,235,Matt 9:1,False,False,False,False,False,0,11,11,και εμβασ εισ πλοιον διεπερασεν και ηλθεν εισ την ιδιαν πολιν
Matt,236,Matt 9:2,False,False,False,False,False,0,24,24,και ιδου προσεφερον αυτω παραλυτικον επι κλινησ βεβλημενον και ιδων ο ιησουσ την πιστιν αυτων ειπεν τω παραλυτικω θαρσει τεκνον αφιενται σου αι αμαρτιαι
